date,year,district,year_month,unemployment_gap,unemployment_rate,dissent,direction,dissent_easier
1978-01-17,1978.0,7,1978-01,-0.4537962962962965,5.64,0.0,None,0
1978-01-17,1978.0,8,1978-01,-0.1437962962962968,5.949999999999999,0.0,None,0
1978-01-17,1978.0,9,1978-01,-1.643796296296296,4.45,0.0,None,0
1978-01-17,1978.0,10,1978-01,-1.7104629629629624,4.383333333333334,0.0,None,0
1978-01-17,1978.0,11,1978-01,0.3062037037037042,6.4,0.0,None,0
1978-01-17,1978.0,12,1978-01,0.4950925925925924,6.588888888888889,0.0,None,0
1978-02-28,1978.0,1,1978-02,-0.0603703703703706,5.95,0.0,None,0
1978-02-28,1978.0,2,1978-02,2.089629629629629,8.1,0.0,None,0
1978-02-28,1978.0,3,1978-02,1.3229629629629622,7.333333333333333,0.0,None,0
1978-02-28,1978.0,4,1978-02,-0.6603703703703712,5.35,0.0,None,0
1978-02-28,1978.0,5,1978-02,0.0229629629629632,6.033333333333334,0.0,None,0
1978-02-28,1978.0,6,1978-02,0.3696296296296291,6.38,0.0,None,0
1978-02-28,1978.0,7,1978-02,-0.4103703703703711,5.6,0.0,None,0
1978-02-28,1978.0,8,1978-02,-0.1603703703703711,5.85,0.0,None,0
1978-02-28,1978.0,9,1978-02,-1.6103703703703705,4.4,0.0,None,0
1978-02-28,1978.0,10,1978-02,-1.710370370370371,4.3,0.0,None,0
1978-02-28,1978.0,11,1978-02,0.3396296296296288,6.35,0.0,None,0
1978-02-28,1978.0,12,1978-02,0.467407407407407,6.477777777777778,0.0,None,0
1978-03-10,1978.0,1,1978-03,-0.1181018518518515,5.8,0.0,None,0
1978-03-10,1978.0,2,1978-03,2.0818981481481487,8.0,0.0,None,0
1978-03-10,1978.0,3,1978-03,1.315231481481482,7.233333333333333,0.0,None,0
1978-03-10,1978.0,4,1978-03,-0.6181018518518515,5.3,0.0,None,0
1978-03-10,1978.0,5,1978-03,-0.0181018518518509,5.9,0.0,None,0
1978-03-10,1978.0,6,1978-03,0.3818981481481485,6.3,0.0,None,0
1978-03-10,1978.0,7,1978-03,-0.3981018518518509,5.5200000000000005,0.0,None,0
1978-03-10,1978.0,8,1978-03,-0.1681018518518513,5.75,0.0,None,0
1978-03-10,1978.0,9,1978-03,-1.5931018518518512,4.325,0.0,None,0
1978-03-10,1978.0,10,1978-03,-1.7014351851851846,4.216666666666667,0.0,None,0
1978-03-10,1978.0,11,1978-03,0.3318981481481486,6.25,0.0,None,0
1978-03-10,1978.0,12,1978-03,0.5041203703703703,6.422222222222222,0.0,None,0
1978-03-21,1978.0,1,1978-03,-0.1181018518518515,5.8,0.0,None,0
1978-03-21,1978.0,2,1978-03,2.0818981481481487,8.0,0.0,None,0
