date,speaker,district,unemployment_discussion_score,unemployment_rate,num_turns
2017-05-03,BULLARD,St. Louis,0.24171615763017007,4.18539338748449,4004
2017-05-03,DUDLEY,New York,0.24800044368604018,4.18539338748449,3388
2017-05-03,EVANS,Chicago,0.26790226864622796,4.18539338748449,2772
2017-05-03,GEORGE,Kansas City,0.2976732107998285,4.18539338748449,1232
2017-05-03,KASHKARI,Minneapolis,0.2754116179831912,4.18539338748449,6468
2017-05-03,MESTER,Cleveland,0.2725451415460694,4.18539338748449,1540
2017-05-03,ROSENGREN,Boston,0.28160337780049544,4.18539338748449,2464
2017-05-03,WILLIAMS,San Francisco,0.25280298215051156,4.18539338748449,2772
2017-06-14,BULLARD,St. Louis,0.2709323777162915,3.1482204821127975,3140
2017-06-14,DUDLEY,New York,0.2178201455879374,3.1482204821127975,5652
2017-06-14,EVANS,Chicago,0.27365582999879706,3.1482204821127975,3768
2017-06-14,GEORGE,Kansas City,0.2616691455092589,3.1482204821127975,1884
2017-06-14,KASHKARI,Minneapolis,0.27352664928073717,3.1482204821127975,3297
2017-06-14,MESTER,Cleveland,0.2156019340266277,3.1482204821127975,2198
2017-06-14,ROSENGREN,Boston,0.3020983228667071,3.1482204821127975,1884
2017-06-14,WILLIAMS,San Francisco,0.20623795641527698,3.1482204821127975,4239
2017-07-26,BULLARD,St. Louis,0.31171654022281536,4.758347638683822,960
2017-07-26,DUDLEY,New York,0.2199759051480363,4.758347638683822,960
2017-07-26,EVANS,Chicago,0.3223830021851334,4.758347638683822,320
2017-07-26,GEORGE,Kansas City,0.3424473018821229,4.758347638683822,480
2017-07-26,KASHKARI,Minneapolis,0.27989238578226133,4.758347638683822,1920
2017-07-26,MESTER,Cleveland,0.3302102397048856,4.758347638683822,320
2017-07-26,ROSENGREN,Boston,0.28485329261782827,4.758347638683822,800
2017-07-26,WILLIAMS,San Francisco,0.3480726395780447,4.758347638683822,480
2017-09-20,BULLARD,St. Louis,0.243650493991842,4.2005944681943745,3380
2017-09-20,DUDLEY,New York,0.24730593824821323,4.2005944681943745,3900
2017-09-20,EVANS,Chicago,0.20673710044224228,4.2005944681943745,4940
2017-09-20,GEORGE,Kansas City,0.36689491181559375,4.2005944681943745,780
2017-09-20,KASHKARI,Minneapolis,0.2766051050867771,4.2005944681943745,2340
2017-09-20,MESTER,Cleveland,0.22611426367035192,4.2005944681943745,1560
2017-09-20,ROSENGREN,Boston,0.3861594409433222,4.2005944681943745,780
2017-09-20,WILLIAMS,San Francisco,0.26133740887943785,4.2005944681943745,1560
2017-11-01,BULLARD,St. Louis,0.2595196317166535,4.74028734032157,1640
2017-11-01,DUDLEY,New York,0.2581704863428075,4.74028734032157,656
2017-11-01,EVANS,Chicago,0.3322428157127167,4.74028734032157,328
2017-11-01,GEORGE,Kansas City,0.37878703186066726,4.74028734032157,328
2017-11-01,KASHKARI,Minneapolis,0.32151966684570416,4.74028734032157,1476
2017-11-01,MESTER,Cleveland,0.1998277218585399,4.74028734032157,656
2017-11-01,ROSENGREN,Boston,0.3378718311114296,4.74028734032157,820
2017-11-01,WILLIAMS,San Francisco,0.3243063427045795,4.74028734032157,738
2017-12-13,BULLARD,St. Louis,0.18785248983416497,4.872108253013052,5720
2017-12-13,DUDLEY,New York,0.2484949401187201,4.872108253013052,6578
2017-12-13,EVANS,Chicago,0.30018239179346257,4.872108253013052,2002
2017-12-13,GEORGE,Kansas City,0.3169538930218365,4.872108253013052,1144
2017-12-13,KASHKARI,Minneapolis,0.27733778224380645,4.872108253013052,3432
2017-12-13,MESTER,Cleveland,0.34545223547524495,4.872108253013052,572
2017-12-13,ROSENGREN,Boston,0.3998219082430959,4.872108253013052,572
2017-12-13,WILLIAMS,San Francisco,0.2429086317575974,4.872108253013052,4719
