,Speaker,transcript_text,clean_transcript_text,date
19,MR BERNARD,MR BERNARD Thank you Mr ChairmanSecretary and Economist Deputy Secretary Assistant Secretaries:General Counsel Deputy General Counsel Economists:Associate Economists from the Board of Governors:Associate Economists from the Federal Reserve Banks: proposed by President Parry proposed by President Guynn proposed by President Broaddus proposed by President Moskowproposed by President McDonough That is the list Mr ChairmanDonald Kohn Normand BernardJoseph Coyne and Gary Gillum Virgil MattinglyThomas BaxterMichael Prell and Edwin TrumanDavid Lindsey; Larry Promisel; Charles Siegman;Lawrence Slifman; and David StocktonJack Beebe; Robert Eisenbeis;Marvin Goodfriend; William Hunter; Frederic Mishkin,Thank you Mr ChairmanSecretary and Economist Deputy Secretary Assistant Secretaries:General Counsel Deputy General Counsel Economists:Associate Economists from the Board of Governors:Associate Economists from the Federal Reserve Banks: proposed by President Parry proposed by President Guynn proposed by President Broaddus proposed by President Moskowproposed by President McDonough That is the list Mr ChairmanDonald Kohn Normand BernardJoseph Coyne and Gary Gillum Virgil MattinglyThomas BaxterMichael Prell and Edwin TrumanDavid Lindsey; Larry Promisel; Charles Siegman;Lawrence Slifman; and David StocktonJack Beebe; Robert Eisenbeis;Marvin Goodfriend; William Hunter; Frederic Mishkin,19970205
20,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Are there any objections to the list? If not I will assume that it has been moved seconded and voted in the affirmativeThe next item of business is the selection of a Federal Reserve Bank to execute transactions for the System Open Market Account Are there nominations? If not I will nominate the Federal Reserve Bank of New York! [Laughter],Are there any objections to the list? If not I will assume that it has been moved seconded and voted in the affirmativeThe next item of business is the selection of a Federal Reserve Bank to execute transactions for the System Open Market Account Are there nominations? If not I will nominate the Federal Reserve Bank of New York! [Laughter],19970205
21,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH I second the motion [Laughter],I second the motion [Laughter],19970205
22,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN I don't know whether you have standing but I will accept your second in any event We have an official second thank you Without objectionWe have a significant and controversial issue next the selection of the Manager of the System Open Market Account The incumbent Peter Fisher has been nothing short of superb and I say that despite the fact that I pick on him at every meeting and that is my most interesting and enjoyable fomc activity Would somebody like to move Peter?,I don't know whether you have standing but I will accept your second in any event We have an official second thank you Without objectionWe have a significant and controversial issue next the selection of the Manager of the System Open Market Account The incumbent Peter Fisher has been nothing short of superb and I say that despite the fact that I pick on him at every meeting and that is my most interesting and enjoyable fomc activity Would somebody like to move Peter?,19970205
23,MS RIVLIN,MS RIVLIN I nominate Peter,I nominate Peter,19970205
24,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Is there a second? SPEAKER(?) Second,Is there a second? SPEAKER(?) Second,19970205
25,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection Peter having been duly elected to office you now have to work You are on,Without objection Peter having been duly elected to office you now have to work You are on,19970205
26,MR FISHER,"MR FISHER Thank you The next topic on your agenda is the review of the Authorization for Domestic Open Market Operations I do not have any changes to request at this time but I did want to use this occasion to bring you up to date on three issuesThe first is a preview of corning attractions Following the Committee's discussion in September of the maturity structure of the soma portfolio we have continued to work both on trying to articulate a set of principles that could guide the management of the soma portfolio and to develop some concrete alternative portfolio structures that illustrate different mechanismsfor implementing what we have taken to be your consensus objective So we continue to work on that and at some point in the future we will be bringing that back to the CommitteeThe second topic is an elaboration that I would like to make on an answer that I made last September in response to a question from President Melzer He asked me how different portfolio structures might affect the securities lending program that we are authorized to implement to assist the dealers In September I expressed some discomfort with the current program I would like to explain that a little and explain other work we are doing at the DeskThe current securities lending program was devised in the 1960s as a response to the back office crisis It was premised and continues to be premised on the assumption that we lend securities but not to a dealer who is ""short"" securities The idea was that we were providing securities to facilitate the paper clearing process and in the event that a dealer was going to have a fail we would be providing the securities and thereby averting that fail Well we have had a book entry environment for some time now and it has never been entirely clear to me how our lending program really fits in a book entry environment where a dealer often will not know if he is short in the sense of a cash position to settle until after the wire issed In that case it is too late for us to lend him a security I have some sense perhaps more than a sense that when dealers do call and ask us to lend them securities some seem to have forgotten the requirement that they should not borrow to cover a short position They know they have to affirm that they are not short the issue in question but I have some reason to doubt the veracity of statements based on my consultations with senior management at dealer firmsI think we ought to have a securities lending program of some kind and I think the Treasury depends on it to a certain extent as a backstop to provide some elasticity in the supply of securities in the government securities market However we do not want to be the first-stopshopping source for securities lending because that would mean that we would destroy the whole securities-lending industry given the size of the soma portfolio We are in the process of a review We are trying to start from first principles but on the assumption that we will have a program I believe an appropriate program would be consistent with the Treasury's wishes with our joint concerns for the efficient functioning of the government securities market and with our market surveillance responsibilities We are trying to be creative and open in our thinking I am mentioning this to you now because I would like to invite suggestions from the dealers I am going to ask them what they think Some of them have raised the subject with me I want to open it up a bit and let all the dealers know that we are rethinking the securities lending program and that we would be open to their ideas about how we could structure it given our objectives I wanted you to hear about that from me before you heard about it from them I will come back to you and let you know once we have a concrete plan That is the second topicThe third is to bring you up to date on our discussions with other central banks about liquidity assistance something we have talked about here from time to time As the Committee knows we have put aside for the time being any work on a program that would involve the Desk in doing reverse RPs for the soma account with foreign central banks that are in need of temporary liquidity As the Committee and the Board know we received an inquiry fromabout our willingness to act as agent not for the soma account for a multilateral repo facility It relates to a rather complex policy of cooperation amongThe matter is not moving forward with great speed but we have responded We are posturing ourselves in a helpful but not pushy way and are leaving our positive reaction on the tableWe are now considering the idea of the Desk acting as agent with the Street for individual central banks much as we did earlier in this decade for authorities That ishad a portfolio of government securities at the New York Bank and the Desk repoedthem out to the Street providing with liquidity We conducted those transactions as agent for an undisclosed principal We are considering a similar function as the pass-through agent particularly for the authority and the I suspect that the also may be interested in that approachThose are the three works in progress if you will on which I wanted to update the Committee","Thank you The next topic on your agenda is the review of the Authorization for Domestic Open Market Operations I do not have any changes to request at this time but I did want to use this occasion to bring you up to date on three issuesThe first is a preview of corning attractions Following the Committee's discussion in September of the maturity structure of the soma portfolio we have continued to work both on trying to articulate a set of principles that could guide the management of the soma portfolio and to develop some concrete alternative portfolio structures that illustrate different mechanismsfor implementing what we have taken to be your consensus objective So we continue to work on that and at some point in the future we will be bringing that back to the CommitteeThe second topic is an elaboration that I would like to make on an answer that I made last September in response to a question from President Melzer He asked me how different portfolio structures might affect the securities lending program that we are authorized to implement to assist the dealers In September I expressed some discomfort with the current program I would like to explain that a little and explain other work we are doing at the DeskThe current securities lending program was devised in the 1960s as a response to the back office crisis It was premised and continues to be premised on the assumption that we lend securities but not to a dealer who is ""short"" securities The idea was that we were providing securities to facilitate the paper clearing process and in the event that a dealer was going to have a fail we would be providing the securities and thereby averting that fail Well we have had a book entry environment for some time now and it has never been entirely clear to me how our lending program really fits in a book entry environment where a dealer often will not know if he is short in the sense of a cash position to settle until after the wire issed In that case it is too late for us to lend him a security I have some sense perhaps more than a sense that when dealers do call and ask us to lend them securities some seem to have forgotten the requirement that they should not borrow to cover a short position They know they have to affirm that they are not short the issue in question but I have some reason to doubt the veracity of statements based on my consultations with senior management at dealer firmsI think we ought to have a securities lending program of some kind and I think the Treasury depends on it to a certain extent as a backstop to provide some elasticity in the supply of securities in the government securities market However we do not want to be the first-stopshopping source for securities lending because that would mean that we would destroy the whole securities-lending industry given the size of the soma portfolio We are in the process of a review We are trying to start from first principles but on the assumption that we will have a program I believe an appropriate program would be consistent with the Treasury's wishes with our joint concerns for the efficient functioning of the government securities market and with our market surveillance responsibilities We are trying to be creative and open in our thinking I am mentioning this to you now because I would like to invite suggestions from the dealers I am going to ask them what they think Some of them have raised the subject with me I want to open it up a bit and let all the dealers know that we are rethinking the securities lending program and that we would be open to their ideas about how we could structure it given our objectives I wanted you to hear about that from me before you heard about it from them I will come back to you and let you know once we have a concrete plan That is the second topicThe third is to bring you up to date on our discussions with other central banks about liquidity assistance something we have talked about here from time to time As the Committee knows we have put aside for the time being any work on a program that would involve the Desk in doing reverse RPs for the soma account with foreign central banks that are in need of temporary liquidity As the Committee and the Board know we received an inquiry fromabout our willingness to act as agent not for the soma account for a multilateral repo facility It relates to a rather complex policy of cooperation amongThe matter is not moving forward with great speed but we have responded We are posturing ourselves in a helpful but not pushy way and are leaving our positive reaction on the tableWe are now considering the idea of the Desk acting as agent with the Street for individual central banks much as we did earlier in this decade for authorities That ishad a portfolio of government securities at the New York Bank and the Desk repoedthem out to the Street providing with liquidity We conducted those transactions as agent for an undisclosed principal We are considering a similar function as the pass-through agent particularly for the authority and the I suspect that the also may be interested in that approachThose are the three works in progress if you will on which I wanted to update the Committee",19970205
27,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Thank you Questions for Peter? If not would somebody like to move a renewal of the Authorization for Domestic Open Market Operations?,Thank you Questions for Peter? If not would somebody like to move a renewal of the Authorization for Domestic Open Market Operations?,19970205
28,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH So move ,So move,19970205
29,MR KELLEY,MR KELLEY Second,Second,19970205
30,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection Ted Truman has circulated a memorandum to which he attached the text of the Foreign Currency instruments--the Authorization Directive and Procedural Instructions He proposes that they be renewed in their current form for the coming year He also suggests in his memorandum that the current $20 billion warehousing agreement with the Treasury revert to the $5 billion level that existed for some years prior to the increase associated with the now-terminated Mexican assistance program In keeping with past practices you might recall that we vote separately on the foreigncurrency instruments and on the warehousing agreement Before we do so I would like to know whether anybody has any questions they wish to raise with Ted,Without objection Ted Truman has circulated a memorandum to which he attached the text of the Foreign Currency instruments--the Authorization Directive and Procedural Instructions He proposes that they be renewed in their current form for the coming year He also suggests in his memorandum that the current $20 billion warehousing agreement with the Treasury revert to the $5 billion level that existed for some years prior to the increase associated with the now-terminated Mexican assistance program In keeping with past practices you might recall that we vote separately on the foreigncurrency instruments and on the warehousing agreement Before we do so I would like to know whether anybody has any questions they wish to raise with Ted,19970205
31,MR BROADDUS,MR BROADDUS A point of clarification Mr Chairman The authority for the warehousing is in the first vote right?,A point of clarification Mr Chairman The authority for the warehousing is in the first vote right?,19970205
32,MR TRUMAN,MR TRUMAN Yes the authority to enter into a warehousing transaction is in thefirst vote,Yes the authority to enter into a warehousing transaction is in thefirst vote,19970205
33,MR BROADDUS,MR BROADDUS Okay,Okay,19970205
34,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Is that satisfactory to everybody? Would somebody like to move the first vote on the warehousing transaction agreement?,Is that satisfactory to everybody? Would somebody like to move the first vote on the warehousing transaction agreement?,19970205
35,MR TRUMAN,MR TRUMAN Mr Chairman President Minehan has a question,Mr Chairman President Minehan has a question,19970205
36,MS MINEHAN,MS MINEHAN Just one small question: When we ratcheted up the amount of the warehousing authority in the late 1980s what was the proximate cause for that? The Brady policy?,Just one small question: When we ratcheted up the amount of the warehousing authority in the late 1980s what was the proximate cause for that? The Brady policy?,19970205
37,MR TRUMAN,MR TRUMAN That was a period when we and the Treasury were doing quite a lot of intervention in the markets The Treasury essentially ran out of dollars in the Exchange Stabilization Fund We warehoused some of their foreign currencies to provide them with dollars so that they could participate with us in foreign exchange operations,That was a period when we and the Treasury were doing quite a lot of intervention in the markets The Treasury essentially ran out of dollars in the Exchange Stabilization Fund We warehoused some of their foreign currencies to provide them with dollars so that they could participate with us in foreign exchange operations,19970205
38,MS MINEHAN,MS MINEHAN Thank you,Thank you,19970205
39,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Would somebody like to move the warehousing agreement?,Would somebody like to move the warehousing agreement?,19970205
40,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH I move the warehousing agreement MrChairman,I move the warehousing agreement MrChairman,19970205
41,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Seconded? ,Seconded?,19970205
42,MR KELLEY,MR KELLEY Second,Second,19970205
43,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection The next item on the agenda is boilerplate; it is the report of examination of the System Open Market Account--,Without objection The next item on the agenda is boilerplate; it is the report of examination of the System Open Market Account--,19970205
44,MR BROADDUS,"MR BROADDUS Mr Chairman I apologize for interrupting My views on foreign exchange intervention are well known here and I will not rehash them I would like to vote ""no"" on the question of renewing the Foreign Currency Authorization and the Foreign Currency Directive I thought we were going to have two votes","Mr Chairman I apologize for interrupting My views on foreign exchange intervention are well known here and I will not rehash them I would like to vote ""no"" on the question of renewing the Foreign Currency Authorization and the Foreign Currency Directive I thought we were going to have two votes",19970205
45,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Didn't I call for that vote or did I miss it? ,Didn't I call for that vote or did I miss it?,19970205
46,MR TRUMAN,MR TRUMAN You went immediately to the warehousing issue,You went immediately to the warehousing issue,19970205
47,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Sorry about that; I got distracted Let us go back and start from scratch On the first vote would somebody like to move the renewal of the Foreign Currency Authorization Directive and Procedural Instructions?SPEAKER(?) So move SPEAKER(?) Second,Sorry about that; I got distracted Let us go back and start from scratch On the first vote would somebody like to move the renewal of the Foreign Currency Authorization Directive and Procedural Instructions?SPEAKER(?) So move SPEAKER(?) Second,19970205
48,CHAIRMAN GREENSPAN,"CHAIRMAN GREENSPAN It has been moved and seconded All in favor say""Aye""SEVERAL Aye","It has been moved and seconded All in favor say""Aye""SEVERAL Aye",19970205
49,CHAIRMAN GREENSPAN,"CHAIRMAN GREENSPAN All opposed say ""No"" ","All opposed say ""No""",19970205
50,MR BROADDUS,MR BROADDUS No,No,19970205
51,CHAIRMAN GREENSPAN,"CHAIRMAN GREENSPAN The ""ayes"" have it On the warehousing agreement-­ ","The ""ayes"" have it On the warehousing agreement-­",19970205
52,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Move approval,Move approval,19970205
53,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Approval has been moved; is it seconded? ,Approval has been moved; is it seconded?,19970205
54,MR KELLEY,MR KELLEY Second,Second,19970205
55,CHAIRMAN GREENSPAN,"CHAIRMAN GREENSPAN All in favor say ""Aye""SEVERAL Aye","All in favor say ""Aye""SEVERAL Aye",19970205
56,CHAIRMAN GREENSPAN,"CHAIRMAN GREENSPAN ""No?"" The ""ayes"" have it unanimouslyAsI said the next item on the agenda is the report of the examination of the System Account This report is considered each year on an irregular schedule that relates to the variable date of the New York Bank examination Would somebody like to move acceptance?","""No?"" The ""ayes"" have it unanimouslyAsI said the next item on the agenda is the report of the examination of the System Account This report is considered each year on an irregular schedule that relates to the variable date of the New York Bank examination Would somebody like to move acceptance?",19970205
57,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH So move ,So move,19970205
58,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Second?SPEAKER(?) Second,Second?SPEAKER(?) Second,19970205
59,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objectionThe next item is a memorandum that came out in the last few days on the Program for Security of fomc Information Again this is boilerplate Does anybody have any questions they wish to direct to Don Kohn or anyone else? If not would somebody like to move approval?,Without objectionThe next item is a memorandum that came out in the last few days on the Program for Security of fomc Information Again this is boilerplate Does anybody have any questions they wish to direct to Don Kohn or anyone else? If not would somebody like to move approval?,19970205
60,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Move approval,Move approval,19970205
61,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Approval has been moved Is it seconded? SPEAKER(?) Second,Approval has been moved Is it seconded? SPEAKER(?) Second,19970205
62,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objectionPresident McDonough has raised an issue in a letter he sent me about the schedule for releasing the minutes I thought I might tum the issue over to him to present,Without objectionPresident McDonough has raised an issue in a letter he sent me about the schedule for releasing the minutes I thought I might tum the issue over to him to present,19970205
63,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Thank you Mr Chairman We now follow the practice of releasing the minutes of our meetings on the Friday afternoon following the next meeting So the minutes for the December meeting are scheduled to be released this comingFriday The effect of that is that the press report on the minutes disappears into a squib in TheNew York Times on Saturday That is not a very widely read edition of The New York Times;in fact it is the least widely read of the week By the time newspapers like The Wall StreetJournal arrive on Monday the minutes are old news Frequently they are not picked up at all or in a very rudimentary way That is unfortunate because in the course ofthe last several years the minutes have become a quite accurate and revealing indication of what actually happened at the meeting They are I think a very important part of the increased transparency that the Committee is seeking to establish Therefore I think it is unfortunate that we continue to adhere to this release schedule because of past practice though nobody can quite remember exactly why we started releasing the minutes on Friday afternoon So long as we continue this practice we will have a very important contribution to our transparency effort disappear into the weekendWe actually have ten releases a year--the Chairman's two Humphrey-Hawkins testimonies and the eight releases of minutes--in which the Federal Open Market Committee is telling the American people what we are trying to do I believe that greater exposure to the minutes is desirable and that could be achieved by moving up the time of the release Apparently the view held by Joe Coyne and others is that Thursday would be a day that we could use That would get the Friday press which is better than having less visibility than I believe is desirable,Thank you Mr Chairman We now follow the practice of releasing the minutes of our meetings on the Friday afternoon following the next meeting So the minutes for the December meeting are scheduled to be released this comingFriday The effect of that is that the press report on the minutes disappears into a squib in TheNew York Times on Saturday That is not a very widely read edition of The New York Times;in fact it is the least widely read of the week By the time newspapers like The Wall StreetJournal arrive on Monday the minutes are old news Frequently they are not picked up at all or in a very rudimentary way That is unfortunate because in the course ofthe last several years the minutes have become a quite accurate and revealing indication of what actually happened at the meeting They are I think a very important part of the increased transparency that the Committee is seeking to establish Therefore I think it is unfortunate that we continue to adhere to this release schedule because of past practice though nobody can quite remember exactly why we started releasing the minutes on Friday afternoon So long as we continue this practice we will have a very important contribution to our transparency effort disappear into the weekendWe actually have ten releases a year--the Chairman's two Humphrey-Hawkins testimonies and the eight releases of minutes--in which the Federal Open Market Committee is telling the American people what we are trying to do I believe that greater exposure to the minutes is desirable and that could be achieved by moving up the time of the release Apparently the view held by Joe Coyne and others is that Thursday would be a day that we could use That would get the Friday press which is better than having less visibility than I believe is desirable,19970205
64,MS RIVLIN,MS RIVLIN That seems like an excellent idea to me,That seems like an excellent idea to me,19970205
65,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN There is one technical problem relating to the timing I would like to tum to Don Kohn merely to raise the question,There is one technical problem relating to the timing I would like to tum to Don Kohn merely to raise the question,19970205
66,MR KOHN,MR KOHN I think Thursday resolves our problem Sometimes as happened when President Moskow raised a question at the last meeting it takes a while to revise the minutes reproduce them and then get the copies out to the Reserve Banks so that they are available for release,I think Thursday resolves our problem Sometimes as happened when President Moskow raised a question at the last meeting it takes a while to revise the minutes reproduce them and then get the copies out to the Reserve Banks so that they are available for release,19970205
67,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN A Thursday release would get the press reports into the Friday morning papers?,A Thursday release would get the press reports into the Friday morning papers?,19970205
68,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH That is right My letter suggested a Wednesday release or a Thursday release after a two-day meeting If we make it consistently Thursday that is actually an improvement on my proposal,That is right My letter suggested a Wednesday release or a Thursday release after a two-day meeting If we make it consistently Thursday that is actually an improvement on my proposal,19970205
69,MR KOHN,MR KOHN Particularly since the minutes are approved at the beginning of the Tuesday-Wednesday meetings then presumably any problems would be cleared up on Tuesday so a Thursday release would work,Particularly since the minutes are approved at the beginning of the Tuesday-Wednesday meetings then presumably any problems would be cleared up on Tuesday so a Thursday release would work,19970205
70,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN I thought it was a very useful idea Does anybody have any further questions or comments?,I thought it was a very useful idea Does anybody have any further questions or comments?,19970205
71,MR BOEHNE,MR BOEHNE I think it is a good idea I am sympathetic to it Just a couple of things occurred to me and I would be interested in either your reaction or Joe Coyne's reactionOne is that while The Wall Street Journal and The New York Times will likely get the story reasonably straight are not some other newspapers and television networks likely to get mixed up and indicate that the minutes refer to the meeting that was just concluded one or two days earlier rather than to the meeting held some six weeks earlier?,I think it is a good idea I am sympathetic to it Just a couple of things occurred to me and I would be interested in either your reaction or Joe Coyne's reactionOne is that while The Wall Street Journal and The New York Times will likely get the story reasonably straight are not some other newspapers and television networks likely to get mixed up and indicate that the minutes refer to the meeting that was just concluded one or two days earlier rather than to the meeting held some six weeks earlier?,19970205
72,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH My feeling is that any news media that can't make that distinction will find the minutes so uninteresting that they probably will not carry a report on them Those that do understand the difference are the ones that are interested enough to publish a report,My feeling is that any news media that can't make that distinction will find the minutes so uninteresting that they probably will not carry a report on them Those that do understand the difference are the ones that are interested enough to publish a report,19970205
73,MR BOEHNE,MR BOEHNE I think doing it on Thursday rather than Wednesday probably helpsthat too,I think doing it on Thursday rather than Wednesday probably helpsthat too,19970205
74,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Yes,Yes,19970205
75,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Any further questions on Vice Chairman McDonough's proposal? Are there any objections to this change in procedure? I will assume then that the Committee will accept the change in procedure and we will proceed on your recommendation,Any further questions on Vice Chairman McDonough's proposal? Are there any objections to this change in procedure? I will assume then that the Committee will accept the change in procedure and we will proceed on your recommendation,19970205
76,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Thank you,Thank you,19970205
77,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN In this regard would somebody like to move approval of the minutes of December 17?SPEAKER(?) So move SPEAKER(?) Second,In this regard would somebody like to move approval of the minutes of December 17?SPEAKER(?) So move SPEAKER(?) Second,19970205
78,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection,Without objection,19970205
79,MR MELZER,MR MELZER Excuse me Alan When would we release those? ,Excuse me Alan When would we release those?,19970205
80,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Thursday afternoon,Thursday afternoon,19970205
81,MR MELZER,MR MELZER We will go ahead with the new schedule for these minutes? SPEAKER(?) Yes,We will go ahead with the new schedule for these minutes? SPEAKER(?) Yes,19970205
82,MR MELZER,MR MELZER Okay,Okay,19970205
83,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Do we release them at 4:00 pm? ,Do we release them at 4:00 pm?,19970205
84,MR COYNE,MR COYNE 4:30 pm,4:30 pm,19970205
85,MR MOSKOW,MR MOSKOW A question about the timing: If you release the minutes at 4:30 in the afternoon isn't that awfully late for the next day's newspapers Don't you want to release them earlier in the day?,A question about the timing: If you release the minutes at 4:30 in the afternoon isn't that awfully late for the next day's newspapers Don't you want to release them earlier in the day?,19970205
86,MR COYNE,MR COYNE Our current practice is to release them at 4:30 pm on a Friday ,Our current practice is to release them at 4:30 pm on a Friday,19970205
87,MR KOHN,MR KOHN For the Saturday papers,For the Saturday papers,19970205
88,MR MOSKOW,MR MOSKOW Right but if we are trying to get more exposure to the minutes as a document to explain our policy wouldn't it be better to release them earlier if we could?,Right but if we are trying to get more exposure to the minutes as a document to explain our policy wouldn't it be better to release them earlier if we could?,19970205
89,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH If I could ask Mr Chairman--Joe we could certainly move the release time to 4:00 pm when the stock marketses,If I could ask Mr Chairman--Joe we could certainly move the release time to 4:00 pm when the stock marketses,19970205
90,MR COYNE,MR COYNE Yes we could Some options markets stay open beyond 4:00 pm ,Yes we could Some options markets stay open beyond 4:00 pm,19970205
91,MR KOHN,MR KOHN Maybe we could consult on the timing The other issue Mr Chairmanis that domestic market participants sometimes complain when we release things at the end of the day particularly on a day when the Japanese markets are opening for the next day's trading in Japan,Maybe we could consult on the timing The other issue Mr Chairmanis that domestic market participants sometimes complain when we release things at the end of the day particularly on a day when the Japanese markets are opening for the next day's trading in Japan,19970205
92,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Are you suggesting that it would be better to release the minutes at 2:00 pm so that there is time for trading on the information in our markets? Let me ask you this: Can we leave the decision to Messrs Kohn and Coyne to come up between them with an optimal conclusion?,Are you suggesting that it would be better to release the minutes at 2:00 pm so that there is time for trading on the information in our markets? Let me ask you this: Can we leave the decision to Messrs Kohn and Coyne to come up between them with an optimal conclusion?,19970205
93,MR KOHN,MR KOHN Consulting with Mr Fisher,Consulting with Mr Fisher,19970205
94,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN That will slow you down a bit! [Laughter] PresidentMinehan,That will slow you down a bit! [Laughter] PresidentMinehan,19970205
95,MS MINEHAN,MS MINEHAN I know we have decided this issue and I do not mean to say anything to change the decision I had some misgivings and they have just been heightened by this conversation I think there is a distinction to be drawn between transparency and seeking media coverage and I am wondering whether our discussion of these timing questions may not lead to some confusion of the two It seems to me that we are being transparent by releasing the minutes and having them available and doing them the way we do them I am a little nervous about going the extra mile to seek the media coverage,I know we have decided this issue and I do not mean to say anything to change the decision I had some misgivings and they have just been heightened by this conversation I think there is a distinction to be drawn between transparency and seeking media coverage and I am wondering whether our discussion of these timing questions may not lead to some confusion of the two It seems to me that we are being transparent by releasing the minutes and having them available and doing them the way we do them I am a little nervous about going the extra mile to seek the media coverage,19970205
