,Speaker,transcript_text,clean_transcript_text,date
12,MR FISHER,MR FISHER I think as Don said you lose a lot of moneyThere were people who were priced out of the market in December They thought that the fed funds rate might not be raised 200 basis pointsin 1995 and that the yield curve had moved well beyond where it would go But they chose not to express that view in the market in December,I think as Don said you lose a lot of moneyThere were people who were priced out of the market in December They thought that the fed funds rate might not be raised 200 basis pointsin 1995 and that the yield curve had moved well beyond where it would go But they chose not to express that view in the market in December,19950523
13,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Governor what he is saying is a euphemism for indicating that they were wrong and that the price they are looking at now is too high to buy,Governor what he is saying is a euphemism for indicating that they were wrong and that the price they are looking at now is too high to buy,19950523
14,MS PHILLIPS,MS PHILLIPS Thank you,Thank you,19950523
15,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Did I get it right Peter? ,Did I get it right Peter?,19950523
16,MR FISHER,MR FISHER Sure [Laughter],Sure [Laughter],19950523
17,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Any other questions? President Forrestal,Any other questions? President Forrestal,19950523
18,MR FORRESTAL,MR FORRESTAL Peter what effect if any would you expect the threatened trade sanctions with Japan to have on the foreign exchange markets?,Peter what effect if any would you expect the threatened trade sanctions with Japan to have on the foreign exchange markets?,19950523
19,MR FISHER,MR FISHER There were various stages in their announcement process One of the earlier more definitive announcements actually had a positive effect on dollar/yen--modestly positive I think I have described my views to the Committee before on this When the markets perceive trade policy statements to be just saber rattling and no action is anticipated--just a lot of angry words--that tends to be negative for the exchange markets because they don't perceive that anything concrete will be done But on the few occasions when our trade representative has announced concrete trade policy steps whether sanctions or invocations of statutory authority the exchange market for dollar/yen generally has responded positively on the theory that at least the sign is right for the impact on our short-run trade position,There were various stages in their announcement process One of the earlier more definitive announcements actually had a positive effect on dollar/yen--modestly positive I think I have described my views to the Committee before on this When the markets perceive trade policy statements to be just saber rattling and no action is anticipated--just a lot of angry words--that tends to be negative for the exchange markets because they don't perceive that anything concrete will be done But on the few occasions when our trade representative has announced concrete trade policy steps whether sanctions or invocations of statutory authority the exchange market for dollar/yen generally has responded positively on the theory that at least the sign is right for the impact on our short-run trade position,19950523
20,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Further questions for Peter?,Further questions for Peter?,19950523
21,MR BLINDER,MR BLINDER Peter you talked about a coupon purchase operation in the last maintenance period and about the possibility of two such operations in the intermeeting period coming up This raises a question I have wondered about for a long time which is how you decide what to buy There is a whole variety of securities out there I was just looking at the table in your report which shows that about50 percent of our portfolio is now invested in Treasury bills with various percentages in other maturities It is not obvious what the criteria are nor what the long-run goal is--if there is a goal for the maturity structure--nor how individual purchases and runoffs of securities contribute to or detract from that goal What do you have to say about that? Do you feel that you know what the criteria are?,Peter you talked about a coupon purchase operation in the last maintenance period and about the possibility of two such operations in the intermeeting period coming up This raises a question I have wondered about for a long time which is how you decide what to buy There is a whole variety of securities out there I was just looking at the table in your report which shows that about50 percent of our portfolio is now invested in Treasury bills with various percentages in other maturities It is not obvious what the criteria are nor what the long-run goal is--if there is a goal for the maturity structure--nor how individual purchases and runoffs of securities contribute to or detract from that goal What do you have to say about that? Do you feel that you know what the criteria are?,19950523
22,MR FISHER,MR FISHER No I don't and I would like to look into and clarify some of the criteria that we use to approach this task The presumption for several years has been that we are really replicating the portfolio as it exists So there is simply an effort to maintain roughly the current maturity mix That is the policy that I inherited and it can be seen in effect in the new tables that we provide at the back of our report It is a policy that I have been trying to understand better and to think through some of its implications Itis something that we have begun to work on We contemplate having a few staff people devote a fair amount of time over coming months to thinking through the criteria that we use as we approach each auction The tradition has been to assume that we wanted a relatively high component of bills to permit the portfolio to run off rather easily without the need to sell a lot of securities into the market and disturb the structure of the yield curve if such an occasion were to arise So that is the nature of the received wisdom and how I intend to proceed,No I don't and I would like to look into and clarify some of the criteria that we use to approach this task The presumption for several years has been that we are really replicating the portfolio as it exists So there is simply an effort to maintain roughly the current maturity mix That is the policy that I inherited and it can be seen in effect in the new tables that we provide at the back of our report It is a policy that I have been trying to understand better and to think through some of its implications Itis something that we have begun to work on We contemplate having a few staff people devote a fair amount of time over coming months to thinking through the criteria that we use as we approach each auction The tradition has been to assume that we wanted a relatively high component of bills to permit the portfolio to run off rather easily without the need to sell a lot of securities into the market and disturb the structure of the yield curve if such an occasion were to arise So that is the nature of the received wisdom and how I intend to proceed,19950523
23,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Governor Kelley,Governor Kelley,19950523
24,MR KELLEY,MR KELLEY As a follow up would that review also include the absolute size of passes and their impact on the composition of the permanent portfolio?,As a follow up would that review also include the absolute size of passes and their impact on the composition of the permanent portfolio?,19950523
25,MR FISHER,MR FISHER Yes The presumption as to the size of each pass is sort of built into the assumptions about how we operate We have to look at the two together,Yes The presumption as to the size of each pass is sort of built into the assumptions about how we operate We have to look at the two together,19950523
26,MR KELLEY,MR KELLEY Right,Right,19950523
27,MR FISHER,MR FISHER We will be looking at that There are arguments for smaller passes with more frequent operations; there are arguments for larger ones I have had some very interesting discussions with other central bankers in my position about the nature of a central bank portfolio and how to think about it There is not much divergence in practices but there is a wide range of views about how to think about this One central banker feels very strongly that a central bank's portfolio should never contain on-the-run securitiesA central bank after all makes its own liquidity Why does the central bank need to hold on-the-run issues? The central bank should exclusively be buying everything that is off the run But in practice of course that would involve the Herculean effort of being the vacuum cleaner of the securities market,We will be looking at that There are arguments for smaller passes with more frequent operations; there are arguments for larger ones I have had some very interesting discussions with other central bankers in my position about the nature of a central bank portfolio and how to think about it There is not much divergence in practices but there is a wide range of views about how to think about this One central banker feels very strongly that a central bank's portfolio should never contain on-the-run securitiesA central bank after all makes its own liquidity Why does the central bank need to hold on-the-run issues? The central bank should exclusively be buying everything that is off the run But in practice of course that would involve the Herculean effort of being the vacuum cleaner of the securities market,19950523
28,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Especially if you have to sell ,Especially if you have to sell,19950523
29,MR FISHER,MR FISHER Yes,Yes,19950523
30,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN And to whom,And to whom,19950523
31,MR FISHER,MR FISHER And to who,And to who,19950523
32,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN And to whom ,And to whom,19950523
33,MR FISHER,MR FISHER Yes[Laughter],Yes[Laughter],19950523
34,CHAIRMAN GREENSPAN,"CHAIRMAN GREENSPAN I'm sorry Peter I just thought I would pick on you this morning I took a pill that says ""Pick on Peter""","I'm sorry Peter I just thought I would pick on you this morning I took a pill that says ""Pick on Peter""",19950523
35,MR FISHER,MR FISHER That's fine,That's fine,19950523
36,MS MINEHAN,MS MINEHAN He can take it,He can take it,19950523
37,MR FISHER,MR FISHER So there is a wide range of views A number of central banks that apply very sophisticated approaches to their foreign currency portfolios--really as profit centers--have beenbackfitting some of that financial technology into thinking about their domestic portfolios,So there is a wide range of views A number of central banks that apply very sophisticated approaches to their foreign currency portfolios--really as profit centers--have beenbackfitting some of that financial technology into thinking about their domestic portfolios,19950523
38,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Can I suggest that we consider this issue periodically? The issue raised by Governor Blinder is something that is very important for us to look at The way you phrased your answer Peter I think underscores that To maintain the status quo really makes no sense whatever The crucial question is: What liquidity needs do we have and what are the implications? I hope that you and Don can get together and come up with a report that gives the Committee some insight into what the principles should beLet me just state my own view of what I would like to see in that report: What would have been the consequences for example if a few of the major money center banks had gone belly-up in 1990 which was not an altogether bizarre possibility and of the possible discount window lending that could have required huge liquidations from our portfolio? Secondly there is the interesting question of whether in fact we could get both that scenario and the need for a major accumulation of foreign currencies My suspicion is that the two contingencies probably would involve disparate economic events and it is very unlikely that they would come together But we could face the need to acquire very large amounts of foreign currencies over a short period of timeFinally I think it would be useful to get a notion of the effect of changing the maturity composition of our portfolio on the portfolio held by the public That ultimately affects the sensitivity of interest payments in the budget taking into account Federal Reserve earnings to changes in market interest rates Clearly we have been very much inclined over the years to try to stay away from a position where the short-term interest rate actions of the Federal Reserve could have pronounced federal budget effects To the extent that we lengthen the average maturity of our portfolio and the Treasury does not offset what we are doing that creates a portfolio with an increasingly shorter average maturity in the hands of the public Therefore the consolidated interest costs including Federal Reserve earnings tend to be more sensitive to changes in interest rates--obviously in the direction of higher rates being associated with higher federal outlays I don't know how sensitive that relationship is but I do think that the argument should be to get as much liquidity as we mught conceivably need in the context of whatever we view as a potential amount of resources that might be drained from our balance sheet and then multiply it by some number like they do at the BIS--I think it is three [Laughter] I don't know whether three is the magic number but there should be some criteriaI think Governor Blinder raises an important issue We have this huge portfolio and we don't really have a set of principles that this Committee determines and I think we should So I would appreciate it if sooner rather than later you could come up with a set of principles that we can then debate at some meeting Any further comments on this?,Can I suggest that we consider this issue periodically? The issue raised by Governor Blinder is something that is very important for us to look at The way you phrased your answer Peter I think underscores that To maintain the status quo really makes no sense whatever The crucial question is: What liquidity needs do we have and what are the implications? I hope that you and Don can get together and come up with a report that gives the Committee some insight into what the principles should beLet me just state my own view of what I would like to see in that report: What would have been the consequences for example if a few of the major money center banks had gone belly-up in 1990 which was not an altogether bizarre possibility and of the possible discount window lending that could have required huge liquidations from our portfolio? Secondly there is the interesting question of whether in fact we could get both that scenario and the need for a major accumulation of foreign currencies My suspicion is that the two contingencies probably would involve disparate economic events and it is very unlikely that they would come together But we could face the need to acquire very large amounts of foreign currencies over a short period of timeFinally I think it would be useful to get a notion of the effect of changing the maturity composition of our portfolio on the portfolio held by the public That ultimately affects the sensitivity of interest payments in the budget taking into account Federal Reserve earnings to changes in market interest rates Clearly we have been very much inclined over the years to try to stay away from a position where the short-term interest rate actions of the Federal Reserve could have pronounced federal budget effects To the extent that we lengthen the average maturity of our portfolio and the Treasury does not offset what we are doing that creates a portfolio with an increasingly shorter average maturity in the hands of the public Therefore the consolidated interest costs including Federal Reserve earnings tend to be more sensitive to changes in interest rates--obviously in the direction of higher rates being associated with higher federal outlays I don't know how sensitive that relationship is but I do think that the argument should be to get as much liquidity as we mught conceivably need in the context of whatever we view as a potential amount of resources that might be drained from our balance sheet and then multiply it by some number like they do at the BIS--I think it is three [Laughter] I don't know whether three is the magic number but there should be some criteriaI think Governor Blinder raises an important issue We have this huge portfolio and we don't really have a set of principles that this Committee determines and I think we should So I would appreciate it if sooner rather than later you could come up with a set of principles that we can then debate at some meeting Any further comments on this?,19950523
39,MR MCTEER,MR MCTEER I wonder if Peter would comment on whether he is holding the fed funds rate up to 6 percent or down to 6 percent,I wonder if Peter would comment on whether he is holding the fed funds rate up to 6 percent or down to 6 percent,19950523
40,MR FISHER,MR FISHER By normally leaving the market a little short we continue to push the rate in that direction The rate expectations can be seen in the fed funds futures contracts Both my report and Don's report indicate that the market is looking for the funds rate to be edging down or skewed slightly in that direction over coming months We do not feel a great deal of pressure in the reserve market itself I wouldn't relate this to the substance behind your question but there have been some occasions where demand for excess reserves seemed a little on the soft side in the last few weeks I think that is more of an anomaly but it is something that I am intrigued withThere was one period in which the demand for excess reserves was really extraordinarily soft; we still have not gotten our hands on the reason for that excess level below $1/2 billion· I don't see that as a profound change but more as a fluctuation in the reserve market itself But the market's forecast certainly is leaning in that easing direction I don't think we have quite felt that in our reserve management yet,By normally leaving the market a little short we continue to push the rate in that direction The rate expectations can be seen in the fed funds futures contracts Both my report and Don's report indicate that the market is looking for the funds rate to be edging down or skewed slightly in that direction over coming months We do not feel a great deal of pressure in the reserve market itself I wouldn't relate this to the substance behind your question but there have been some occasions where demand for excess reserves seemed a little on the soft side in the last few weeks I think that is more of an anomaly but it is something that I am intrigued withThere was one period in which the demand for excess reserves was really extraordinarily soft; we still have not gotten our hands on the reason for that excess level below $1/2 billion· I don't see that as a profound change but more as a fluctuation in the reserve market itself But the market's forecast certainly is leaning in that easing direction I don't think we have quite felt that in our reserve management yet,19950523
41,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Further questions? If not we need to take three votes The first is to ratify the foreign currency transactions since the last meeting,Further questions? If not we need to take three votes The first is to ratify the foreign currency transactions since the last meeting,19950523
42,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Move approval,Move approval,19950523
43,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Is there a second? ,Is there a second?,19950523
44,MS MINEHAN,MS MINEHAN Second,Second,19950523
45,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection Second we will need to ratify the domestic operations during the intermeeting period,Without objection Second we will need to ratify the domestic operations during the intermeeting period,19950523
46,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Move approval,Move approval,19950523
47,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection Finally Peter has requested an increase in the intermeeting leeway from $8 to $10 billion May I have a motion on that?,Without objection Finally Peter has requested an increase in the intermeeting leeway from $8 to $10 billion May I have a motion on that?,19950523
48,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Move approval of the $10 billionlimitSPEAKER(?) Second,Move approval of the $10 billionlimitSPEAKER(?) Second,19950523
49,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection Now let's go on toMike Prell,Without objection Now let's go on toMike Prell,19950523
50,MR PRELL,MR PRELL Thank you Mr ChairmanAppendix][Statement--see,Thank you Mr ChairmanAppendix][Statement--see,19950523
51,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Questions for Mike? Mike I meant to look up something before we came in I don't know if you have the data with you but what is the gap between new orders of durable goods and shipments in the last report?,Questions for Mike? Mike I meant to look up something before we came in I don't know if you have the data with you but what is the gap between new orders of durable goods and shipments in the last report?,19950523
52,MR PRELL,MR PRELL It will take me a minute or so to find that I think we are still seeing rising backlogs,It will take me a minute or so to find that I think we are still seeing rising backlogs,19950523
53,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN My recollection is that we have a spread of several percentage points The reason I raise the question is togauge how much of a drop in new orders can occur in the near term without unfilled orders also turning down,My recollection is that we have a spread of several percentage points The reason I raise the question is togauge how much of a drop in new orders can occur in the near term without unfilled orders also turning down,19950523
54,MR PRELL,MR PRELL I can't give you that answer immediately I'msorry,I can't give you that answer immediately I'msorry,19950523
55,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Moskow,President Moskow,19950523
56,MR MOSKOW,MR MOSKOW Mike the forecast that you gave has the coreCPI running at roughly 3 percent throughout the last half of 1995 and all of 1996 and you have built in of course the assumption of a flat fed funds rate at 6 percent Just looking at those two numbers would mean that the real fed funds rate would be roughly 3 percent during this period We have often talked about the concept of a neutral monetary policy I am wondering how you would relate that real fed funds rate to the idea of a neutral monetary policy--whether you see this as a neutral monetary policy,Mike the forecast that you gave has the coreCPI running at roughly 3 percent throughout the last half of 1995 and all of 1996 and you have built in of course the assumption of a flat fed funds rate at 6 percent Just looking at those two numbers would mean that the real fed funds rate would be roughly 3 percent during this period We have often talked about the concept of a neutral monetary policy I am wondering how you would relate that real fed funds rate to the idea of a neutral monetary policy--whether you see this as a neutral monetary policy,19950523
57,MR PRELL,MR PRELL I don't have in mind a particular number that goes with neutrality in the sense that over time one would expect the economy to grow at potential--or to sit at potential output We have interpreted monetary policy per seas probably modestly restrictive at this point That is the real rate of interest is perhaps somewhat above the natural rate But in the total financial picture we also recognize that credit availability if anything has been improving; the terms and standards of bank loans have been moving in an easing direction; and we also have had an impulse through the exchange market which you might take as part of the broader financial context that is tending to be stimulative over this period So on balance we don't have a picture of very marked financial impetus or restraint,I don't have in mind a particular number that goes with neutrality in the sense that over time one would expect the economy to grow at potential--or to sit at potential output We have interpreted monetary policy per seas probably modestly restrictive at this point That is the real rate of interest is perhaps somewhat above the natural rate But in the total financial picture we also recognize that credit availability if anything has been improving; the terms and standards of bank loans have been moving in an easing direction; and we also have had an impulse through the exchange market which you might take as part of the broader financial context that is tending to be stimulative over this period So on balance we don't have a picture of very marked financial impetus or restraint,19950523
58,MR MOSKOW,MR MOSKOW But is there a zone or number that you think of as a neutral monetary policy?,But is there a zone or number that you think of as a neutral monetary policy?,19950523
59,MR PRELL,MR PRELL We would anticipate particularly in an environment of ongoing fiscal restraint that the equilibrium as we look ahead to 1996 1997 1998 would be one in which the real short­ term interest rate would moveser to its historical average; that rate would be on the order of 2 percent or maybe a bit less This would suggest that the rate probably is higher now than would be expected over the longer term So we have some restraint there Don points out to me that we have had a very big run-up in the stock market that is providing another financial impulseMr Chairman in answer to your question about nondefense capital goods orders were about 4-1/2 percent above shipments,We would anticipate particularly in an environment of ongoing fiscal restraint that the equilibrium as we look ahead to 1996 1997 1998 would be one in which the real short­ term interest rate would moveser to its historical average; that rate would be on the order of 2 percent or maybe a bit less This would suggest that the rate probably is higher now than would be expected over the longer term So we have some restraint there Don points out to me that we have had a very big run-up in the stock market that is providing another financial impulseMr Chairman in answer to your question about nondefense capital goods orders were about 4-1/2 percent above shipments,19950523
60,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN In March? ,In March?,19950523
61,MR PRELL,MR PRELL In March,In March,19950523
62,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Parry,President Parry,19950523
63,MR PARRY,MR PARRY Ted your forecast for Japan indicates a fairly respectable pickup in 1995 and 1996 and I saw that the consensus of about 15 international forecasters is veryse to your forecast I was wondering how important fiscal stimulus was in that forecast We have had instances in the last couple of years where the degree offiscal stimulus in Japan has been a disappointment I wondered if you would comment in general about that projected pickup,Ted your forecast for Japan indicates a fairly respectable pickup in 1995 and 1996 and I saw that the consensus of about 15 international forecasters is veryse to your forecast I was wondering how important fiscal stimulus was in that forecast We have had instances in the last couple of years where the degree offiscal stimulus in Japan has been a disappointment I wondered if you would comment in general about that projected pickup,19950523
64,MR TRUMAN,MR TRUMAN Just one technical point: The pickup as far as this year is concerned is quite modest I think the fundamental pickup may be seen by focusing on the fourth quarter-over-fourth quarter number Because there was a big negative number last year the pickup looks a little better as a percent than we would think though we are looking for an annual rate of growth in the 2 to 2-1/2 percent range for the balance of this year But as Mike mentioned we have tended to mark things down over the last several forecasts I think we would have marked things down even more in the absence of this fiscal package which came in a bit on the high side of people's expectations I find it extremely difficult to judge Japanese fiscal policy because we don't have a very good baseline if I may put it that way They have two or three supplemental budgets a year The fundamental budget may be good from the standpoint of fiscal rectitude It may be a great way of running things because they can always drop back to a more restrictive policy in the absence of special supplemental budgets On the other hand in terms of judging the ongoing thrust of policy in the context of unusually large output gaps and as Peter mentioned the threat of deflation that probably is not the right assumption to make I believe the Japanese situation clearly involves some downside risk on balance It is not an unreasonable forecast but it probably has an uncertainty band around it that is a bit wider than the forecasts for the other industrial countries,Just one technical point: The pickup as far as this year is concerned is quite modest I think the fundamental pickup may be seen by focusing on the fourth quarter-over-fourth quarter number Because there was a big negative number last year the pickup looks a little better as a percent than we would think though we are looking for an annual rate of growth in the 2 to 2-1/2 percent range for the balance of this year But as Mike mentioned we have tended to mark things down over the last several forecasts I think we would have marked things down even more in the absence of this fiscal package which came in a bit on the high side of people's expectations I find it extremely difficult to judge Japanese fiscal policy because we don't have a very good baseline if I may put it that way They have two or three supplemental budgets a year The fundamental budget may be good from the standpoint of fiscal rectitude It may be a great way of running things because they can always drop back to a more restrictive policy in the absence of special supplemental budgets On the other hand in terms of judging the ongoing thrust of policy in the context of unusually large output gaps and as Peter mentioned the threat of deflation that probably is not the right assumption to make I believe the Japanese situation clearly involves some downside risk on balance It is not an unreasonable forecast but it probably has an uncertainty band around it that is a bit wider than the forecasts for the other industrial countries,19950523
65,MR PARRY,MR PARRY Does your forecast have an explicit assumption about trade relations with the United States?,Does your forecast have an explicit assumption about trade relations with the United States?,19950523
66,MR TRUMAN,MR TRUMAN We have essentially ignored the trade relations question in the forecast So I guess implicitly we are assuming that some time between now and the end of June this particular matter will be settled There are then two questions One would be what happens if Congress does go through with the sanctions The trade and the price implications of that are likely to be pretty secondary; we are talking about $6 billion worth of consumer demand I guess the simplest calculation would imply a shift to that much more nominal spending but that is only 01 percent of total consumer spending over some period We have to worry about secondary effects but we also have to worry about other adjustments if we assume a full pass­ through So it is not a big number Also the overall trade implications are not likely to be very large because most of the presumed shift in demand for luxury cars will go to Germany and other countries So in terms of the aggregate effect on trade not much would be different That's the easy part of the story The more difficult part would be to gauge what would happen if we got involved in a so-called trade war That is a phrase we throw around but I don't think we really know what it means or I don't know what I mean when I say it Probably the most important aspect of that would be the impact on financial markets on the one hand and some broad perception of where economies were going which I think is likely to be negative It is hard to imagine that a trade war would not be a negative factor on the whole but how bad it would be is difficult to judge So in that context we have assumed it is not going to happen!,We have essentially ignored the trade relations question in the forecast So I guess implicitly we are assuming that some time between now and the end of June this particular matter will be settled There are then two questions One would be what happens if Congress does go through with the sanctions The trade and the price implications of that are likely to be pretty secondary; we are talking about $6 billion worth of consumer demand I guess the simplest calculation would imply a shift to that much more nominal spending but that is only 01 percent of total consumer spending over some period We have to worry about secondary effects but we also have to worry about other adjustments if we assume a full pass­ through So it is not a big number Also the overall trade implications are not likely to be very large because most of the presumed shift in demand for luxury cars will go to Germany and other countries So in terms of the aggregate effect on trade not much would be different That's the easy part of the story The more difficult part would be to gauge what would happen if we got involved in a so-called trade war That is a phrase we throw around but I don't think we really know what it means or I don't know what I mean when I say it Probably the most important aspect of that would be the impact on financial markets on the one hand and some broad perception of where economies were going which I think is likely to be negative It is hard to imagine that a trade war would not be a negative factor on the whole but how bad it would be is difficult to judge So in that context we have assumed it is not going to happen!,19950523
67,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Jordan,President Jordan,19950523
68,MR JORDAN,MR JORDAN Mike my questions are really along the same lines as those that Mike Moskow asked you earlier Your response to him frankly is not the response I would have expected from my reading of the Greenbook A year ago at this meeting we were talking about this issue of neutrality There was a fair amount of discussion then and at the next couple of meetings about what it means to be at a neutral level in some sense on nominal short-term interest rates and where neutral is So when I read this Greenbook I was led to believe that a neutral nominal rate for fed funds was 6 percent or slightly below 6 percent but that it could be a little higher There was a phrase in the Greenbook about the core rate of inflation moving up through 1995 and 1996 because that was consistent with an excess of aggregate demand over potential supply There was also a statement to the effect that the recent bond market rally had pushed long-term interest rates below a sustainable level and that from this point you thought rates would go up As I read the two alternatives of a higher/lower federal funds rate at the end of the year the language used to describe each of those also left me feeling that 6 percent was about neutral or maybe a little below neutral So your response that neutral was below 6 percent was not what I would have guessed To come at it from a slightly different perspective let us assume that the rate got stuck at 6 percent--that we just pegged the rate at that level To help condition us a little to what we might expect in the midyear review when we come back in July would you describe what you would expect to be the most likely set of numbers in terms of real output growth the unemployment rate and the inflation rate over the next five years that might be associated with a fed funds rate stuck at 6 percent,Mike my questions are really along the same lines as those that Mike Moskow asked you earlier Your response to him frankly is not the response I would have expected from my reading of the Greenbook A year ago at this meeting we were talking about this issue of neutrality There was a fair amount of discussion then and at the next couple of meetings about what it means to be at a neutral level in some sense on nominal short-term interest rates and where neutral is So when I read this Greenbook I was led to believe that a neutral nominal rate for fed funds was 6 percent or slightly below 6 percent but that it could be a little higher There was a phrase in the Greenbook about the core rate of inflation moving up through 1995 and 1996 because that was consistent with an excess of aggregate demand over potential supply There was also a statement to the effect that the recent bond market rally had pushed long-term interest rates below a sustainable level and that from this point you thought rates would go up As I read the two alternatives of a higher/lower federal funds rate at the end of the year the language used to describe each of those also left me feeling that 6 percent was about neutral or maybe a little below neutral So your response that neutral was below 6 percent was not what I would have guessed To come at it from a slightly different perspective let us assume that the rate got stuck at 6 percent--that we just pegged the rate at that level To help condition us a little to what we might expect in the midyear review when we come back in July would you describe what you would expect to be the most likely set of numbers in terms of real output growth the unemployment rate and the inflation rate over the next five years that might be associated with a fed funds rate stuck at 6 percent,19950523
69,MR PRELL,MR PRELL I don't know that the concept of neutrality was ever particularly well defined and I think the kind of economic outcome that would ensue from a given short-term real rate of interest is going to vary considerably over time depending on fiscal policy and other impulses So I have problems putting myself in that particular context But to respond directly to your question about the longer-term outlook we have shown in previous longer-term scenarios in the Bluebook and elsewhere a declining path for the real funds rate over time because looking at history we felt that this was a relatively high real short-term interest rate and one that would not be consistent with stability in the economy It would be exerting some ongoing contractionary force and overshooting what would be required to stabilize the inflation level ultimately So if we redo this projection we would anticipate particularly in a context of ongoing fiscal restraint let alone any balanced budget program that is credible that over the next several years there would be a decline in the real short-term rate of interest as we moved either toward a condition of stability at potential gdp or even maintained some minor gap so as to bring the inflation rate down gradually,I don't know that the concept of neutrality was ever particularly well defined and I think the kind of economic outcome that would ensue from a given short-term real rate of interest is going to vary considerably over time depending on fiscal policy and other impulses So I have problems putting myself in that particular context But to respond directly to your question about the longer-term outlook we have shown in previous longer-term scenarios in the Bluebook and elsewhere a declining path for the real funds rate over time because looking at history we felt that this was a relatively high real short-term interest rate and one that would not be consistent with stability in the economy It would be exerting some ongoing contractionary force and overshooting what would be required to stabilize the inflation level ultimately So if we redo this projection we would anticipate particularly in a context of ongoing fiscal restraint let alone any balanced budget program that is credible that over the next several years there would be a decline in the real short-term rate of interest as we moved either toward a condition of stability at potential gdp or even maintained some minor gap so as to bring the inflation rate down gradually,19950523
