,speaker,date,speak_count,speaker_unique,speak_length
2911,MR STERN,20070131,6,STERN,8484
2912,MS MINEHAN,20070131,32,MINEHAN,29166
2913,MR MOSKOW,20070131,16,MOSKOW,17073
2914,MR PLOSSER,20070131,8,PLOSSER,18729
2915,MS YELLEN,20070131,13,YELLEN,20090
2916,MS PIANALTO,20070131,4,PIANALTO,11634
2917,MR HOENIG,20070131,10,HOENIG,11730
2918,MR BARRON,20070131,3,BARRON,11555
2919,MS BIES,20070131,3,BIES,13706
2920,MR WARSH,20070131,3,WARSH,17789
2921,MR KROSZNER,20070131,6,KROSZNER,14121
2922,MR MISHKIN,20070131,9,MISHKIN,21104
2923,BMR HOENIG,20070131,1,HOENIG,8
2924,BCHAIRMAN BERNANKE,20070131,2,BERNANKE,40
2925,MR REIFSCHNEIDER,20070131,1,REIFSCHNEIDER,9657
2926,MR DOYLE,20070131,4,DOYLE,5878
2927,CHAIRMAN BERNANKE,20070321,110,BERNANKE,24199
2928,MR DUDLEY,20070321,16,DUDLEY,21149
2929,MR FISHER,20070321,10,FISHER,18596
2930,MS MINEHAN,20070321,14,MINEHAN,25022
2931,VICE CHAIRMAN GEITHNER,20070321,16,GEITHNER,22203
2932,MR LACKER,20070321,18,LACKER,18176
2933,MR REINHART,20070321,13,REINHART,13573
2934,MR MOSKOW,20070321,12,MOSKOW,15196
2935,MS PIANALTO,20070321,5,PIANALTO,11073
2936,MR STOCKTON,20070321,7,STOCKTON,16840
2937,MS JOHNSON,20070321,4,JOHNSON,8855
2938,MR POOLE,20070321,14,POOLE,12487
2939,MR STERN,20070321,6,STERN,9044
2940,MS YELLEN,20070321,3,YELLEN,16191
2941,MR PLOSSER,20070321,5,PLOSSER,22961
2942,MR HOENIG,20070321,6,HOENIG,13022
2943,MR KROSZNER,20070321,9,KROSZNER,17145
2944,MR MISHKIN,20070321,17,MISHKIN,26713
2945,MR LOCKHART,20070321,3,LOCKHART,8129
2946,MR KOHN,20070321,9,KOHN,20004
2947,MR WARSH,20070321,3,WARSH,19284
2948,BCHAIRMAN BERNANKE,20070321,1,BERNANKE,25
2949,MS DANKER,20070321,2,DANKER,945
2950,CHAIRMAN BERNANKE,20070509,78,BERNANKE,22692
2951,MR DUDLEY,20070509,4,DUDLEY,10892
2952,MR FISHER,20070509,13,FISHER,8019
2953,MR KOHN,20070509,10,KOHN,16944
2954,MS MINEHAN,20070509,13,MINEHAN,15681
2955,MR STOCKTON,20070509,11,STOCKTON,22874
2956,MS JOHNSON,20070509,1,JOHNSON,5771
2957,MR MOSKOW,20070509,8,MOSKOW,7126
2958,MR POOLE,20070509,5,POOLE,8688
2959,MR STERN,20070509,9,STERN,5448
2960,MR PLOSSER,20070509,7,PLOSSER,11885
2961,MR REINHART,20070509,14,REINHART,14877
2962,MS YELLEN,20070509,2,YELLEN,8653
2963,MR LACKER,20070509,6,LACKER,9357
2964,MR LOCKHART,20070509,3,LOCKHART,3933
2965,MS PIANALTO,20070509,2,PIANALTO,5916
2966,MR HOENIG,20070509,2,HOENIG,3061
2967,VICE CHAIRMAN GEITHNER,20070509,11,GEITHNER,9076
2968,MR WARSH,20070509,2,WARSH,13348
2969,MR KROSZNER,20070509,5,KROSZNER,12686
2970,MR MISHKIN,20070509,3,MISHKIN,8183
2971,MS DANKER,20070509,1,DANKER,930
2972,CHAIRMAN BERNANKE,20070628,134,BERNANKE,37326
2973,MS MINEHAN,20070628,26,MINEHAN,24561
2974,MR DUDLEY,20070628,5,DUDLEY,15429
2975,VICE CHAIRMAN GEITHNER,20070628,24,GEITHNER,26854
2976,MR KOHN,20070628,20,KOHN,25521
2977,MR FISHER,20070628,16,FISHER,18311
2978,MR REINHART,20070628,22,REINHART,36828
2979,MR LACKER,20070628,19,LACKER,18086
2980,MR WILCOX,20070628,8,WILCOX,14423
2981,MS LIANG,20070628,10,LIANG,12097
2982,MR LEAHY,20070628,5,LEAHY,14436
2983,MR LOCKHART,20070628,6,LOCKHART,9556
2984,MS JOHNSON,20070628,3,JOHNSON,628
2985,MR HOENIG,20070628,13,HOENIG,10433
2986,MR MOSKOW,20070628,12,MOSKOW,12917
2987,MR STOCKTON,20070628,2,STOCKTON,636
2988,MR PLOSSER,20070628,9,PLOSSER,27890
2989,MR STERN,20070628,7,STERN,9268
2990,MR KROSZNER,20070628,12,KROSZNER,21145
2991,MS YELLEN,20070628,5,YELLEN,16181
2992,MS PIANALTO,20070628,6,PIANALTO,10033
2993,MR POOLE,20070628,9,POOLE,12001
2994,MR WARSH,20070628,5,WARSH,14787
2995,MR MISHKIN,20070628,14,MISHKIN,24542
2996,GOVERNOR KROSZNER,20070628,1,KROSZNER,53
2997,PCEMR WILCOX,20070628,1,WILCOX,143
2998,BCHAIRMAN BERNANKE,20070628,1,BERNANKE,2320
2999,MS SMITH,20070628,1,SMITH,910
3000,USMR REINHART,20070628,1,REINHART,338
3001,CHAIRMAN BERNANKE,20070807,80,BERNANKE,22203
3002,MR ROSENGREN,20070807,5,ROSENGREN,6555
3003,MR MOSKOW,20070807,8,MOSKOW,7709
3004,MS SMITH,20070807,1,SMITH,11
3005,MR KOHN,20070807,11,KOHN,13423
3006,MR MADIGAN,20070807,6,MADIGAN,15423
3007,MR DUDLEY,20070807,7,DUDLEY,22636
3008,MR POOLE,20070807,3,POOLE,9243
3009,MR FISHER,20070807,10,FISHER,10850
3010,MS JOHNSON,20070807,4,JOHNSON,8829
3011,MR REINHART,20070807,1,REINHART,76
3012,MR WILCOX,20070807,3,WILCOX,13934
3013,MR LACKER,20070807,11,LACKER,10894
3014,MS YELLEN,20070807,2,YELLEN,9839
3015,MS PIANALTO,20070807,2,PIANALTO,3862
3016,MR STERN,20070807,2,STERN,5591
3017,MR HOENIG,20070807,3,HOENIG,5304
3018,MR PLOSSER,20070807,8,PLOSSER,14483
3019,MR LOCKHART,20070807,4,LOCKHART,5933
3020,MR MISHKIN,20070807,14,MISHKIN,13284
3021,VICE CHAIRMAN GEITHNER,20070807,4,GEITHNER,11524
3022,MR WARSH,20070807,2,WARSH,15044
3023,MR KROSZNER,20070807,3,KROSZNER,12808
3024,MS DANKER,20070807,1,DANKER,952
3025,CHAIRMAN BERNANKE,20070918,109,BERNANKE,27123
3026,MR EVANS,20070918,7,EVANS,9555
3027,MR DUDLEY,20070918,24,DUDLEY,24775
3028,MR PLOSSER,20070918,11,PLOSSER,27052
3029,MR FISHER,20070918,26,FISHER,21153
3030,MR STERN,20070918,5,STERN,7823
3031,VICE CHAIRMAN GEITHNER,20070918,16,GEITHNER,16994
3032,MR LACKER,20070918,15,LACKER,18129
3033,MR MADIGAN,20070918,9,MADIGAN,19243
3034,MR POOLE,20070918,12,POOLE,8031
3035,MR STOCKTON,20070918,9,STOCKTON,20740
3036,MS JOHNSON,20070918,10,JOHNSON,19024
3037,MR MISHKIN,20070918,11,MISHKIN,14854
3038,MR KOHN,20070918,10,KOHN,16294
3039,MR HOENIG,20070918,4,HOENIG,5498
3040,MS YELLEN,20070918,3,YELLEN,14583
3041,MR ROSENGREN,20070918,8,ROSENGREN,12284
3042,MS PIANALTO,20070918,3,PIANALTO,7645
3043,MR LOCKHART,20070918,3,LOCKHART,9590
3044,MR WARSH,20070918,5,WARSH,14735
3045,MR KROSZNER,20070918,10,KROSZNER,19510
3046,MS DANKER,20070918,1,DANKER,997
3047,MR ALVAREZ,20070918,8,ALVAREZ,6258
3048,MS KRIEGER,20070918,12,KRIEGER,6600
3049,OISMR POOLE,20070918,1,POOLE,365
3050,CHAIRMAN BERNANKE,20071031,106,BERNANKE,29641
3051,MS JOHNSON,20071031,1,JOHNSON,9
3052,MR DUDLEY,20071031,5,DUDLEY,13630
3053,MR KOHN,20071031,7,KOHN,10568
3054,MR STOCKTON,20071031,17,STOCKTON,26171
3055,MR SHEETS,20071031,3,SHEETS,8596
3056,MR MADIGAN,20071031,13,MADIGAN,16544
3057,VICE CHAIRMAN GEITHNER,20071031,24,GEITHNER,15466
3058,MR PLOSSER,20071031,13,PLOSSER,19334
3059,MR POOLE,20071031,13,POOLE,13704
3060,MR HOENIG,20071031,12,HOENIG,10346
3061,MR ROSENGREN,20071031,6,ROSENGREN,8374
3062,MR FISHER,20071031,16,FISHER,16204
3063,MR LACKER,20071031,12,LACKER,8887
3064,MS YELLEN,20071031,3,YELLEN,12410
3065,MS PIANALTO,20071031,2,PIANALTO,6019
3066,MR LOCKHART,20071031,7,LOCKHART,6970
3067,MR EVANS,20071031,5,EVANS,10712
3068,MR STERN,20071031,5,STERN,6391
3069,MR WARSH,20071031,2,WARSH,14653
3070,MR KROSZNER,20071031,4,KROSZNER,11869
3071,MR MISHKIN,20071031,13,MISHKIN,13883
3072,MS DANKER,20071031,1,DANKER,757
3073,MS SMITH,20071031,1,SMITH,74
3074,CHAIRMAN BERNANKE,20071211,71,BERNANKE,23623
3075,MR KOHN,20071211,7,KOHN,10019
3076,VICE CHAIRMAN GEITHNER,20071211,8,GEITHNER,12318
3077,MR SHEETS,20071211,4,SHEETS,9766
3078,OISCHAIRMAN BERNANKE,20071211,1,BERNANKE,2102
3079,MR DUDLEY,20071211,6,DUDLEY,14414
3080,MR POOLE,20071211,10,POOLE,11229
3081,MR FISHER,20071211,10,FISHER,14285
3082,MR LOCKHART,20071211,3,LOCKHART,9616
3083,MR PLOSSER,20071211,7,PLOSSER,18115
3084,MS DANKER,20071211,2,DANKER,1349
3085,MR STOCKTON,20071211,14,STOCKTON,24195
3086,MR EVANS,20071211,6,EVANS,12657
3087,MR STERN,20071211,3,STERN,4439
3088,MR HOENIG,20071211,6,HOENIG,7663
3089,MS YELLEN,20071211,8,YELLEN,11190
3090,MR ROSENGREN,20071211,2,ROSENGREN,4857
3091,MR MISHKIN,20071211,4,MISHKIN,14693
3092,MR LACKER,20071211,3,LACKER,9048
3093,MS PIANALTO,20071211,2,PIANALTO,4220
3094,MR WARSH,20071211,2,WARSH,13720
3095,MR KROSZNER,20071211,3,KROSZNER,11264
3096,MR MADIGAN,20071211,2,MADIGAN,12874
3097,MR ALVAREZ,20071211,6,ALVAREZ,563
3098,CHAIRMAN BERNANKE,20080130,107,BERNANKE,28802
3099,MR POOLE,20080130,20,POOLE,14656
3100,MR KOHN,20080130,11,KOHN,15803
3101,MR KROSZNER,20080130,10,KROSZNER,16287
3102,MS DANKER,20080130,2,DANKER,1209
3103,MR DUDLEY,20080130,14,DUDLEY,21327
3104,MR LACKER,20080130,30,LACKER,17978
3105,MR MADIGAN,20080130,16,MADIGAN,26168
3106,TAFMR LACKER,20080130,1,LACKER,1947
3107,MS MOSSER,20080130,2,MOSSER,574
3108,MR FISHER,20080130,12,FISHER,18665
3109,MR LOCKHART,20080130,6,LOCKHART,8516
3110,VICE CHAIRMAN GEITHNER,20080130,26,GEITHNER,20764
3111,MR ROSENGREN,20080130,8,ROSENGREN,11129
3112,MR REIFSCHNEIDER,20080130,15,REIFSCHNEIDER,20356
3113,MS LIANG,20080130,10,LIANG,16374
3114,MR SHEETS,20080130,3,SHEETS,13011
3115,MR EVANS,20080130,12,EVANS,12529
3116,MR MISHKIN,20080130,23,MISHKIN,21022
3117,MR STOCKTON,20080130,11,STOCKTON,4471
3118,MR WASCHER,20080130,1,WASCHER,850
3119,MR PLOSSER,20080130,14,PLOSSER,21125
3120,MS YELLEN,20080130,10,YELLEN,13649
3121,MR HOENIG,20080130,8,HOENIG,8405
3122,MR STERN,20080130,3,STERN,3536
3123,MS PIANALTO,20080130,2,PIANALTO,6713
3124,MR WARSH,20080130,3,WARSH,12599
3125,MR PARKINSON,20080130,7,PARKINSON,16209
3126,MR GIBSON,20080130,18,GIBSON,14968
3127,MS HIRTLE,20080130,3,HIRTLE,6127
3128,MR PETERS,20080130,4,PETERS,2169
3129,MR GREENLEE,20080130,3,GREENLEE,10352
3130,MR ANGULO,20080130,4,ANGULO,8879
3131,FOMCVICE CHAIRMAN GEITHNER,20080130,1,GEITHNER,28
3132,CHAIRMAN BERNANKE,20080318,65,BERNANKE,15815
3133,MR DUDLEY,20080318,13,DUDLEY,19608
3134,VICE CHAIRMAN GEITHNER,20080318,17,GEITHNER,13124
3135,MR WARSH,20080318,5,WARSH,14147
3136,MR LACKER,20080318,6,LACKER,9779
3137,MR MADIGAN,20080318,7,MADIGAN,10547
3138,MR FISHER,20080318,19,FISHER,13525
3139,MR ROSENGREN,20080318,3,ROSENGREN,6137
3140,MR KOHN,20080318,7,KOHN,9313
3141,MR STOCKTON,20080318,6,STOCKTON,17542
3142,MR SHEETS,20080318,2,SHEETS,9796
3143,MR EVANS,20080318,8,EVANS,8652
3144,MR HOENIG,20080318,4,HOENIG,9768
3145,MS YELLEN,20080318,2,YELLEN,9179
3146,MR STERN,20080318,2,STERN,5827
3147,MR LOCKHART,20080318,3,LOCKHART,4442
3148,MS PIANALTO,20080318,2,PIANALTO,4893
3149,MR SAPENARO,20080318,2,SAPENARO,7573
3150,MR PLOSSER,20080318,4,PLOSSER,13906
3151,CHAIRMAN BERNANKE AEIOUVICE CHAIRMAN GEITHNER,20080318,1,GEITHNER,20
3152,MR KROSZNER,20080318,5,KROSZNER,11811
3153,MR MISHKIN,20080318,13,MISHKIN,16936
3154,DCHAIRMAN BERNANKE,20080318,1,BERNANKE,14
3155,MS DANKER,20080318,1,DANKER,688
3156,CHAIRMAN BERNANKE,20080430,111,BERNANKE,44588
3157,MR DUDLEY,20080430,22,DUDLEY,26200
3158,MR LACKER,20080430,9,LACKER,26210
3159,MR HOENIG,20080430,6,HOENIG,8820
3160,VICE CHAIRMAN GEITHNER,20080430,12,GEITHNER,20138
3161,MR ROSENGREN,20080430,4,ROSENGREN,9309
3162,MR EVANS,20080430,9,EVANS,16372
3163,MR FISHER,20080430,17,FISHER,20472
3164,MR KOHN,20080430,11,KOHN,17422
3165,MR BULLARD,20080430,8,BULLARD,8153
3166,ECBMR KOHN,20080430,1,KOHN,7
3167,MS YELLEN,20080430,5,YELLEN,13976
3168,MR STOCKTON,20080430,16,STOCKTON,26819
3169,MR SHEETS,20080430,2,SHEETS,12813
3170,MR MADIGAN,20080430,14,MADIGAN,16113
3171,MR STERN,20080430,9,STERN,5925
3172,MR PLOSSER,20080430,9,PLOSSER,22332
3173,MR LOCKHART,20080430,4,LOCKHART,9391
3174,MS PIANALTO,20080430,3,PIANALTO,6010
3175,MR WARSH,20080430,4,WARSH,10432
3176,MR KROSZNER,20080430,7,KROSZNER,13162
3177,MR MISHKIN,20080430,17,MISHKIN,15624
3178,MR ENGLISH,20080430,5,ENGLISH,12947
3179,BCHAIRMAN BERNANKE,20080430,1,BERNANKE,27
3180,MS DANKER,20080430,1,DANKER,705
3181,MR MEYER,20080430,5,MEYER,13316
3182,MR CLOUSE,20080430,3,CLOUSE,12827
3183,MR HILTON,20080430,7,HILTON,16616
3184,CHAIRMAN BERNANKE,20080625,110,BERNANKE,33986
3185,MR DUDLEY,20080625,15,DUDLEY,18099
3186,MR LACKER,20080625,31,LACKER,23168
3187,MR FISHER,20080625,22,FISHER,18537
3188,MR PLOSSER,20080625,13,PLOSSER,21817
3189,MR STERN,20080625,5,STERN,7291
3190,VICE CHAIRMAN GEITHNER,20080625,17,GEITHNER,27349
3191,MR KOHN,20080625,11,KOHN,19890
3192,MR SHEETS,20080625,5,SHEETS,13438
3193,MR SLIFMAN,20080625,5,SLIFMAN,13390
3194,MR WASCHER,20080625,3,WASCHER,12271
3195,MR MADIGAN,20080625,6,MADIGAN,23096
3196,MR EVANS,20080625,5,EVANS,16959
3197,MR STOCKTON,20080625,3,STOCKTON,4271
3198,MR BULLARD,20080625,6,BULLARD,9636
3199,MR HOENIG,20080625,5,HOENIG,11253
3200,MS YELLEN,20080625,3,YELLEN,13703
3201,MR LOCKHART,20080625,3,LOCKHART,11364
3202,MR ROSENGREN,20080625,8,ROSENGREN,14359
3203,MS PIANALTO,20080625,3,PIANALTO,8198
3204,MR WARSH,20080625,5,WARSH,18880
3205,MR KROSZNER,20080625,5,KROSZNER,16284
3206,MR MISHKIN,20080625,7,MISHKIN,18770
3207,BCHAIRMAN BERNANKE,20080625,1,BERNANKE,26
3208,MS DANKER,20080625,1,DANKER,655
3209,MR ANGULO,20080625,18,ANGULO,21200
3210,MR ALVAREZ,20080625,4,ALVAREZ,6961
3211,MR PARKINSON,20080625,4,PARKINSON,6878
3212,CHAIRMAN BERNANKE,20080805,62,BERNANKE,17768
3213,MR DUDLEY,20080805,13,DUDLEY,23983
3214,MR EVANS,20080805,11,EVANS,13009
3215,MR FISHER,20080805,11,FISHER,18367
3216,MR PLOSSER,20080805,11,PLOSSER,18496
3217,MR BULLARD,20080805,3,BULLARD,11771
3218,MR LACKER,20080805,10,LACKER,13829
3219,MR WILCOX,20080805,14,WILCOX,18679
3220,MR KAMIN,20080805,5,KAMIN,12674
3221,MR REIFSCHNEIDER,20080805,8,REIFSCHNEIDER,2145
3222,MR KROSZNER,20080805,3,KROSZNER,10729
3223,MR LOCKHART,20080805,4,LOCKHART,7916
3224,VICE CHAIRMAN GEITHNER,20080805,6,GEITHNER,7220
3225,MR ROSENGREN,20080805,3,ROSENGREN,5930
3226,MR MISHKIN,20080805,3,MISHKIN,19268
3227,MS YELLEN,20080805,2,YELLEN,9891
3228,MS PIANALTO,20080805,2,PIANALTO,6552
3229,MR STERN,20080805,2,STERN,3757
3230,MR HOENIG,20080805,2,HOENIG,6063
3231,MR KOHN,20080805,2,KOHN,10772
3232,MR WARSH,20080805,2,WARSH,9275
3233,MS DUKE,20080805,2,DUKE,8335
3234,MS SMITH,20080805,1,SMITH,36
3235,MR MADIGAN,20080805,2,MADIGAN,5796
3236,BCHAIRMAN BERNANKE,20080805,2,BERNANKE,53
3237,MS DANKER,20080805,1,DANKER,687
3238,CHAIRMAN BERNANKE,20080916,82,BERNANKE,29361
3239,MR DUDLEY,20080916,29,DUDLEY,21411
3240,MR ROSENGREN,20080916,3,ROSENGREN,2987
3241,MR PLOSSER,20080916,11,PLOSSER,9284
3242,MR LACKER,20080916,25,LACKER,9361
3243,MR PARKINSON,20080916,1,PARKINSON,157
3244,MR KOHN,20080916,10,KOHN,7853
3245,MR SHEETS,20080916,4,SHEETS,4874
3246,MR FISHER,20080916,9,FISHER,6410
3247,MR STERN,20080916,4,STERN,2871
3248,MR MADIGAN,20080916,5,MADIGAN,5469
3249,MS DANKERC,20080916,1,DANKERC,214
3250,MR STOCKTON,20080916,1,STOCKTON,11431
3251,MR KROSZNER,20080916,3,KROSZNER,6919
3252,MR LOCKHART,20080916,1,LOCKHART,4432
3253,MR HOENIG,20080916,3,HOENIG,4208
3254,MS YELLEN,20080916,1,YELLEN,5591
3255,MR BULLARD,20080916,1,BULLARD,3555
3256,MR EVANS,20080916,4,EVANS,5021
3257,MS PIANALTO,20080916,1,PIANALTO,5179
3258,MS CUMMING,20080916,1,CUMMING,3312
3259,MR WARSH,20080916,9,WARSH,9556
3260,MS DUKE,20080916,1,DUKE,6515
3261,MS DANKER,20080916,1,DANKER,873
3262,CHAIRMAN BERNANKE,20081029,113,BERNANKE,42543
3263,MR DUDLEY,20081029,10,DUDLEY,24977
3264,MR SHEETS,20081029,31,SHEETS,22115
3265,MR BASSETT,20081029,1,BASSETT,12506
3266,MR FISHER,20081029,17,FISHER,11814
3267,MR EVANS,20081029,5,EVANS,8683
3268,VICE CHAIRMAN GEITHNER,20081029,18,GEITHNER,21134
3269,MR ROSENGREN,20081029,7,ROSENGREN,7714
3270,MR STERN,20081029,4,STERN,5611
3271,MR LACKER,20081029,27,LACKER,16873
3272,MR KOHN,20081029,8,KOHN,15364
3273,MR PLOSSER,20081029,22,PLOSSER,22993
3274,MR HOENIG,20081029,4,HOENIG,5715
3275,MR LOCKHART,20081029,7,LOCKHART,4767
3276,MR BULLARD,20081029,5,BULLARD,11060
3277,MS MOSSER,20081029,1,MOSSER,469
3278,MS DUKE,20081029,7,DUKE,10021
3279,IMFCHAIRMAN BERNANKE,20081029,1,BERNANKE,17
3280,MR KROSZNER,20081029,4,KROSZNER,10032
3281,MS PIANALTO,20081029,3,PIANALTO,4106
3282,MR WARSH,20081029,3,WARSH,10002
3283,MR MADIGAN,20081029,7,MADIGAN,18298
3284,MR MORIN,20081029,3,MORIN,15258
3285,MS KOLE,20081029,3,KOLE,11043
3286,MR STOCKTON,20081029,9,STOCKTON,7134
3287,MS YELLEN,20081029,2,YELLEN,9537
3288,ACHAIRMAN BERNANKE,20081029,1,BERNANKE,23
3289,MS DANKER,20081029,3,DANKER,772
3290,CHAIRMAN BERNANKE,20081216,160,BERNANKE,56783
3291,MR DUDLEY,20081216,72,DUDLEY,45500
3292,MR HOENIG,20081216,17,HOENIG,15174
3293,MR FISHER,20081216,37,FISHER,21162
3294,MR BULLARD,20081216,16,BULLARD,24879
3295,MR LACKER,20081216,83,LACKER,36295
3296,MR WILCOX,20081216,3,WILCOX,634
3297,MR KOHN,20081216,14,KOHN,25085
3298,MR MADIGAN,20081216,14,MADIGAN,24883
3299,MR MEYER,20081216,1,MEYER,12291
3300,MR PLOSSER,20081216,15,PLOSSER,26778
3301,MS YELLEN,20081216,3,YELLEN,17033
3302,MR LOCKHART,20081216,6,LOCKHART,14284
3303,MR EVANS,20081216,6,EVANS,13267
3304,MR STERN,20081216,3,STERN,6875
3305,MR ROSENGREN,20081216,7,ROSENGREN,9762
3306,MS PIANALTO,20081216,3,PIANALTO,10202
3307,MS CUMMING,20081216,6,CUMMING,14909
3308,MR WARSH,20081216,5,WARSH,17095
3309,MR KROSZNER,20081216,6,KROSZNER,18204
3310,MS DUKE,20081216,8,DUKE,14298
3311,MR COVITZ,20081216,11,COVITZ,11889
3312,MS AARONSON,20081216,6,AARONSON,15603
3313,MR AHMED,20081216,9,AHMED,10963
3314,MR SHEETS,20081216,3,SHEETS,3056
3315,MR STOCKTON,20081216,7,STOCKTON,3827
3316,MR AARONSON,20081216,1,AARONSON,763
3317,MS DANKER,20081216,2,DANKER,508
3318,MR PARKINSON,20081216,8,PARKINSON,5062
3319,AAAMR PARKINSON,20081216,1,PARKINSON,401
3320,ABSMR DUDLEY,20081216,1,DUDLEY,160
3321,CHAIRMAN BERNANKE,20090128,162,BERNANKE,61045
3322,MR DUDLEY,20090128,2,DUDLEY,19
3323,MR FISHER,20090128,21,FISHER,12863
3324,MR LACKER,20090128,58,LACKER,33364
3325,MR KOHN,20090128,22,KOHN,16545
3326,MR HOENIG,20090128,8,HOENIG,12026
3327,MS YELLEN,20090128,5,YELLEN,10439
3328,MS DANKER,20090128,3,DANKER,3516
3329,MS MOSSER,20090128,16,MOSSER,25448
3330,MS DANKERC,20090128,1,DANKERC,183
3331,MR HILTON,20090128,1,HILTON,13347
3332,MR MADIGAN,20090128,12,MADIGAN,26758
3333,MR SHEETS,20090128,18,SHEETS,11095
3334,MR ROSENGREN,20090128,14,ROSENGREN,13687
3335,MR EVANS,20090128,22,EVANS,17425
3336,VICE CHAIRMAN DUDLEY,20090128,28,DUDLEY,21369
3337,MR LOCKHART,20090128,10,LOCKHART,9176
3338,MR PLOSSER,20090128,31,PLOSSER,31693
3339,MR BULLARD,20090128,21,BULLARD,19520
3340,MR STERN,20090128,8,STERN,4447
3341,MR STOCKTON,20090128,8,STOCKTON,4685
3342,MR SICHEL,20090128,25,SICHEL,23278
3343,MS DYNAN,20090128,11,DYNAN,11732
3344,MR REEVE,20090128,1,REEVE,10237
3345,MR OLINER,20090128,1,OLINER,395
3346,MS DUKE,20090128,4,DUKE,13250
3347,MS PIANALTO,20090128,4,PIANALTO,7750
3348,MR WARSH,20090128,9,WARSH,15162
3349,MS YELLEN,20090128,1,YELLEN,10439
3350,CHAIRMAN BERNANKE,20090318,188,BERNANKE,55795
3351,MR KOHN,20090318,8,KOHN,16616
3352,MS MOSSER,20090318,39,MOSSER,27116
3353,TALFCHAIRMAN BERNANKE,20090318,1,BERNANKE,46
3354,MR FISHER,20090318,29,FISHER,19279
3355,MR NELSON,20090318,17,NELSON,14736
3356,MR GAGNON,20090318,8,GAGNON,9926
3357,MR REIFSCHNEIDER,20090318,12,REIFSCHNEIDER,11373
3358,MR SHEETS,20090318,12,SHEETS,17743
3359,MR HILTON,20090318,9,HILTON,8987
3360,MR MADIGAN,20090318,13,MADIGAN,15532
3361,VICE CHAIRMAN DUDLEY,20090318,22,DUDLEY,12939
3362,MR HOENIG,20090318,10,HOENIG,9561
3363,MR LACKER,20090318,52,LACKER,23153
3364,MS BAILEY,20090318,2,BAILEY,927
3365,MR PLOSSER,20090318,30,PLOSSER,28388
3366,MR EVANS,20090318,18,EVANS,20142
3367,MR LOCKHART,20090318,7,LOCKHART,10559
3368,MS PIANALTO,20090318,8,PIANALTO,8241
3369,MS YELLEN,20090318,4,YELLEN,15260
3370,MR BULLARD,20090318,23,BULLARD,18493
3371,TALFMR BULLARD,20090318,1,BULLARD,4
3372,MR ROSENGREN,20090318,6,ROSENGREN,11204
3373,MR WARSH,20090318,4,WARSH,12808
3374,MR STERN,20090318,6,STERN,6705
3375,MR TARULLO,20090318,10,TARULLO,11105
3376,MS DUKE,20090318,7,DUKE,21323
3377,MS DANKER,20090318,2,DANKER,250
3378,MR STOCKTON,20090318,3,STOCKTON,12887
3379,MR KAMIN,20090318,2,KAMIN,9742
3380,TALFMR FISHER,20090318,1,FISHER,31
3381,AMR MADIGAN,20090318,1,MADIGAN,105
3382,MS DANKERC,20090318,1,DANKERC,206
3383,CHAIRMAN BERNANKE,20090429,120,BERNANKE,36561
3384,MR KOHN,20090429,15,KOHN,18206
3385,MS MOSSER,20090429,33,MOSSER,32957
3386,MR CARPENTER,20090429,2,CARPENTER,5510
3387,MR BURKE,20090429,2,BURKE,5246
3388,MR NELSON,20090429,7,NELSON,8242
3389,MR ROSENGREN,20090429,6,ROSENGREN,7158
3390,MR FISHER,20090429,24,FISHER,21350
3391,MS PIANALTO,20090429,4,PIANALTO,5612
3392,VICE CHAIRMAN DUDLEY,20090429,8,DUDLEY,9497
3393,MR HOENIG,20090429,10,HOENIG,5707
3394,MR LACKER,20090429,29,LACKER,17673
3395,MR PLOSSER,20090429,13,PLOSSER,22601
3396,MR STOCKTON,20090429,6,STOCKTON,15753
3397,MR SHEETS,20090429,1,SHEETS,7734
3398,MR MADIGAN,20090429,10,MADIGAN,20074
3399,MR REIFSCHNEIDER,20090429,4,REIFSCHNEIDER,2877
3400,MS YELLEN,20090429,5,YELLEN,11446
3401,MR EVANS,20090429,15,EVANS,13525
3402,MR LOCKHART,20090429,4,LOCKHART,6749
3403,MR BULLARD,20090429,5,BULLARD,16660
3404,MR STERN,20090429,6,STERN,5154
3405,MR WARSH,20090429,6,WARSH,11880
3406,MS DUKE,20090429,2,DUKE,9814
3407,MR TARULLO,20090429,2,TARULLO,8506
3408,AMR STERN,20090429,1,STERN,79
3409,BCHAIRMAN BERNANKE,20090429,1,BERNANKE,26
3410,MS DANKER,20090429,1,DANKER,2703
3411,MS DANKERC,20090429,1,DANKERC,204
3412,CHAIRMAN BERNANKE,20090624,123,BERNANKE,31391
3413,MR KOHN,20090624,18,KOHN,18493
3414,MR SACK,20090624,12,SACK,21771
3415,MR CARPENTER,20090624,12,CARPENTER,12812
3416,MR ENGLISH,20090624,1,ENGLISH,9699
3417,MS MOSSER,20090624,20,MOSSER,22615
3418,MR CLOUSE,20090624,3,CLOUSE,7587
3419,MR HILTON,20090624,6,HILTON,7364
3420,MR MADIGAN,20090624,17,MADIGAN,35185
3421,MR FISHER,20090624,17,FISHER,11942
3422,VICE CHAIRMAN DUDLEY,20090624,15,DUDLEY,15344
3423,MR SHEETS,20090624,6,SHEETS,13451
3424,MR LACKER,20090624,30,LACKER,24184
3425,MR ROSENGREN,20090624,6,ROSENGREN,11320
3426,MR HOENIG,20090624,9,HOENIG,9979
