,speaker,date,speak_count,speaker_unique,speak_length
3427,MBSMR MOSSER,20090624,1,MOSSER,111
3428,MR BULLARD,20090624,9,BULLARD,15426
3429,MR PLOSSER,20090624,19,PLOSSER,24314
3430,MR EVANS,20090624,13,EVANS,17270
3431,MR STERN,20090624,6,STERN,6885
3432,MR NELSON,20090624,1,NELSON,620
3433,MR LOCKHART,20090624,6,LOCKHART,6682
3434,MR TARULLO,20090624,10,TARULLO,12405
3435,MR WARSH,20090624,3,WARSH,14825
3436,MS YELLEN,20090624,4,YELLEN,17242
3437,MS DUKE,20090624,3,DUKE,11499
3438,MS PIANALTO,20090624,3,PIANALTO,5768
3439,MR KILEY,20090624,8,KILEY,17780
3440,MR STOCKTON,20090624,2,STOCKTON,1751
3441,BCHAIRMAN BERNANKE,20090624,1,BERNANKE,19
3442,MS DANKER,20090624,1,DANKER,943
3443,CHAIRMAN BERNANKE,20090812,90,BERNANKE,30075
3444,MR KOHN,20090812,5,KOHN,11863
3445,MR SACK,20090812,24,SACK,34426
3446,MR BULLARD,20090812,8,BULLARD,10844
3447,MR FISHER,20090812,14,FISHER,13156
3448,MR STERN,20090812,6,STERN,6487
3449,MR ROSENGREN,20090812,6,ROSENGREN,6049
3450,MR EVANS,20090812,5,EVANS,9434
3451,MR MADIGAN,20090812,6,MADIGAN,13445
3452,MR PLOSSER,20090812,13,PLOSSER,19974
3453,VICE CHAIRMAN DUDLEY,20090812,10,DUDLEY,11042
3454,MR LACKER,20090812,30,LACKER,22317
3455,MS YELLEN,20090812,3,YELLEN,11290
3456,MS MCLAUGHLIN,20090812,1,MCLAUGHLIN,21
3457,MR HOENIG,20090812,5,HOENIG,6773
3458,MR CARPENTER,20090812,4,CARPENTER,5893
3459,MR BURKE,20090812,11,BURKE,11099
3460,MR MCANDREWS,20090812,8,MCANDREWS,8957
3461,MR NELSON,20090812,3,NELSON,5991
3462,RMBSCHAIRMAN BERNANKE,20090812,1,BERNANKE,700
3463,MR WARSH,20090812,3,WARSH,11217
3464,MR SLIFMAN,20090812,4,SLIFMAN,10241
3465,MR SHEETS,20090812,4,SHEETS,11955
3466,MR LOCKHART,20090812,3,LOCKHART,7380
3467,MR TARULLO,20090812,2,TARULLO,7077
3468,MS PIANALTO,20090812,2,PIANALTO,6127
3469,MS DUKE,20090812,2,DUKE,9040
3470,BMR MADIGAN,20090812,1,MADIGAN,1034
3471,MS DANKER,20090812,1,DANKER,338
3472,CHAIRMAN BERNANKE,20090923,153,BERNANKE,50232
3473,MR KOHN,20090923,11,KOHN,18886
3474,MR SACK,20090923,33,SACK,33669
3475,MR TARULLO,20090923,12,TARULLO,8004
3476,MR EVANS,20090923,12,EVANS,14722
3477,MR HOENIG,20090923,6,HOENIG,7279
3478,VICE CHAIRMAN DUDLEY,20090923,16,DUDLEY,12783
3479,MR LACKER,20090923,48,LACKER,21128
3480,MR BULLARD,20090923,13,BULLARD,13394
3481,MR FISHER,20090923,18,FISHER,12302
3482,MR PLOSSER,20090923,35,PLOSSER,28601
3483,MR ENGLISH,20090923,24,ENGLISH,16224
3484,MR CLOUSE,20090923,8,CLOUSE,11649
3485,MR MADIGAN,20090923,17,MADIGAN,23336
3486,MR ROSENGREN,20090923,6,ROSENGREN,6246
3487,MS DUKE,20090923,5,DUKE,12329
3488,MS YELLEN,20090923,4,YELLEN,13118
3489,MR LOCKHART,20090923,6,LOCKHART,8174
3490,MR WARSH,20090923,4,WARSH,15762
3491,MR ALVAREZ,20090923,1,ALVAREZ,120
3492,MR STOCKTON,20090923,7,STOCKTON,19289
3493,MR SHEETS,20090923,6,SHEETS,12197
3494,MS PIANALTO,20090923,2,PIANALTO,5684
3495,MR LYON,20090923,2,LYON,6011
3496,MR LUECKE,20090923,2,LUECKE,375
3497,CHAIRMAN BERNANKE,20091104,134,BERNANKE,43749
3498,MR KOHN,20091104,11,KOHN,14023
3499,MR KOCHERLAKOTA,20091104,7,KOCHERLAKOTA,9555
3500,MR PLOSSER,20091104,25,PLOSSER,28786
3501,MR SACK,20091104,8,SACK,23635
3502,MR FISHER,20091104,16,FISHER,15823
3503,MR BULLARD,20091104,5,BULLARD,15666
3504,MR TARULLO,20091104,10,TARULLO,7164
3505,MR NELSON,20091104,7,NELSON,8020
3506,MR SHEETS,20091104,17,SHEETS,17595
3507,MR BURKE,20091104,9,BURKE,11622
3508,MR CLOUSE,20091104,4,CLOUSE,4413
3509,MR LACKER,20091104,41,LACKER,20832
3510,MS MOSSER,20091104,4,MOSSER,2153
3511,CBIASMR LACKER,20091104,1,LACKER,293
3512,VICE CHAIRMAN DUDLEY,20091104,20,DUDLEY,16390
3513,MR LOCKHART,20091104,14,LOCKHART,9889
3514,ABSMR FISHER,20091104,1,FISHER,48
3515,TALFMR FISHER,20091104,1,FISHER,9
3516,MR ALVAREZ,20091104,1,ALVAREZ,410
3517,MR HOENIG,20091104,3,HOENIG,3216
3518,MR MADIGAN,20091104,16,MADIGAN,22552
3519,MR WARSH,20091104,4,WARSH,15726
3520,MS DUKE,20091104,4,DUKE,9122
3521,MR ROSENGREN,20091104,3,ROSENGREN,7049
3522,MS YELLEN,20091104,6,YELLEN,12564
3523,MR STOCKTON,20091104,2,STOCKTON,13563
3524,MR KAMIN,20091104,1,KAMIN,7903
3525,MR EVANS,20091104,11,EVANS,7200
3526,MS PIANALTO,20091104,3,PIANALTO,6869
3527,BCHAIRMAN BERNANKE,20091104,2,BERNANKE,60
3528,MR LUECKE,20091104,1,LUECKE,382
3529,CHAIRMAN BERNANKE,20091216,137,BERNANKE,38103
3530,MR KOHN,20091216,17,KOHN,12925
3531,MR SACK,20091216,32,SACK,34737
3532,MR PLOSSER,20091216,17,PLOSSER,22714
3533,VICE CHAIRMAN DUDLEY,20091216,9,DUDLEY,8171
3534,MR TARULLO,20091216,7,TARULLO,9170
3535,MR ROSENGREN,20091216,7,ROSENGREN,9338
3536,MR NELSON,20091216,3,NELSON,3528
3537,MR EVANS,20091216,16,EVANS,13780
3538,MR LOCKHART,20091216,8,LOCKHART,6715
3539,MR FISHER,20091216,12,FISHER,12576
3540,MR HOENIG,20091216,11,HOENIG,8808
3541,MR LACKER,20091216,26,LACKER,17014
3542,MS PIANALTO,20091216,4,PIANALTO,7239
3543,MR KOCHERLAKOTA,20091216,15,KOCHERLAKOTA,16122
3544,MR BULLARD,20091216,16,BULLARD,20901
3545,MR CLOUSE,20091216,6,CLOUSE,8003
3546,MR MADIGAN,20091216,6,MADIGAN,12424
3547,MR WILCOX,20091216,1,WILCOX,11306
3548,MR SHEETS,20091216,1,SHEETS,7594
3549,MR WARSH,20091216,4,WARSH,9974
3550,MS YELLEN,20091216,4,YELLEN,14376
3551,MS DUKE,20091216,2,DUKE,10947
3552,MR WASCHER,20091216,1,WASCHER,2728
3553,MR LUECKE,20091216,1,LUECKE,345
3554,MR FUHRER,20091216,4,FUHRER,22072
3555,MR DOTSEY,20091216,9,DOTSEY,15614
3556,MR WYNNE,20091216,2,WYNNE,11883
3557,MR HORNSTEIN,20091216,1,HORNSTEIN,463
3558,CHAIRMAN BERNANKE,20100127,148,BERNANKE,44187
3559,MR KOHN,20100127,18,KOHN,18445
3560,MR WARSH,20100127,10,WARSH,17575
3561,MR LUECKE,20100127,2,LUECKE,1202
3562,MR TARULLO,20100127,8,TARULLO,11320
3563,VICE CHAIRMAN DUDLEY,20100127,14,DUDLEY,16032
3564,MR SACK,20100127,26,SACK,32322
3565,MR PLOSSER,20100127,19,PLOSSER,26730
3566,MR FISHER,20100127,21,FISHER,16508
3567,MR BULLARD,20100127,18,BULLARD,18204
3568,MR LACKER,20100127,29,LACKER,24515
3569,MR ROSENGREN,20100127,8,ROSENGREN,8358
3570,MR LOCKHART,20100127,8,LOCKHART,10058
3571,MR MADIGAN,20100127,7,MADIGAN,6563
3572,MR NELSON,20100127,9,NELSON,10036
3573,MS DUKE,20100127,9,DUKE,11992
3574,MR CLOUSE,20100127,7,CLOUSE,16204
3575,MR HILTON,20100127,10,HILTON,16602
3576,MR KOCHERLAKOTA,20100127,14,KOCHERLAKOTA,21133
3577,MS YELLEN,20100127,5,YELLEN,16569
3578,MR EVANS,20100127,6,EVANS,13815
3579,MR SHEETS,20100127,5,SHEETS,12962
3580,MR HOENIG,20100127,3,HOENIG,6309
3581,MS PIANALTO,20100127,3,PIANALTO,9891
3582,MR STOCKTON,20100127,3,STOCKTON,926
3583,MR SICHEL,20100127,6,SICHEL,12966
3584,MR PALUMBO,20100127,2,PALUMBO,10062
3585,MR ENGLISH,20100127,3,ENGLISH,15272
3586,MR DUDLEY,20100127,1,DUDLEY,117
3587,CHAIRMAN BERNANKE,20100316,78,BERNANKE,37788
3588,MR KOHN,20100316,7,KOHN,9185
3589,MR SACK,20100316,12,SACK,24285
3590,VICE CHAIRMAN DUDLEY,20100316,3,DUDLEY,6246
3591,MR LOCKHART,20100316,4,LOCKHART,5612
3592,MR LACKER,20100316,12,LACKER,13008
3593,MR EVANS,20100316,6,EVANS,10006
3594,MR FISHER,20100316,10,FISHER,17325
3595,MBSMR FISHER,20100316,1,FISHER,27
3596,MR WARSH,20100316,6,WARSH,10308
3597,MR HOENIG,20100316,4,HOENIG,9769
3598,MR KOCHERLAKOTA,20100316,6,KOCHERLAKOTA,11060
3599,MR PLOSSER,20100316,3,PLOSSER,12757
3600,MS YELLEN,20100316,3,YELLEN,9650
3601,MR BULLARD,20100316,5,BULLARD,8872
3602,MR STOCKTON,20100316,1,STOCKTON,8926
3603,MR SHEETS,20100316,1,SHEETS,6988
3604,MR ROSENGREN,20100316,3,ROSENGREN,7695
3605,MS PIANALTO,20100316,3,PIANALTO,5303
3606,MR TARULLO,20100316,3,TARULLO,9001
3607,MS DUKE,20100316,2,DUKE,9556
3608,MR MADIGAN,20100316,5,MADIGAN,12243
3609,BCHAIRMAN BERNANKE,20100316,1,BERNANKE,368
3610,MR LUECKE,20100316,1,LUECKE,341
3611,CHAIRMAN BERNANKE,20100428,104,BERNANKE,38026
3612,MR LACKER,20100428,14,LACKER,19474
3613,MR KOHN,20100428,20,KOHN,19873
3614,MR SACK,20100428,11,SACK,19902
3615,MR MADIGAN,20100428,5,MADIGAN,22638
3616,MR LOCKHART,20100428,6,LOCKHART,9061
3617,MBSMR SACK,20100428,1,SACK,617
3618,MR KOCHERLAKOTA,20100428,8,KOCHERLAKOTA,12044
3619,MR ROSENGREN,20100428,7,ROSENGREN,8605
3620,VICE CHAIRMAN DUDLEY,20100428,13,DUDLEY,17751
3621,MR SHEETS,20100428,5,SHEETS,12905
3622,MR BULLARD,20100428,6,BULLARD,15471
3623,MS YELLEN,20100428,3,YELLEN,15543
3624,MR WARSH,20100428,5,WARSH,17399
3625,MS HOLCOMB,20100428,3,HOLCOMB,4781
3626,MR HOENIG,20100428,7,HOENIG,13991
3627,MR PLOSSER,20100428,4,PLOSSER,17532
3628,MR EVANS,20100428,8,EVANS,15999
3629,MS PIANALTO,20100428,3,PIANALTO,9292
3630,MS DUKE,20100428,4,DUKE,10189
3631,MR TARULLO,20100428,7,TARULLO,11670
3632,MR STOCKTON,20100428,6,STOCKTON,14743
3633,MR REIFSCHNEIDER,20100428,3,REIFSCHNEIDER,1083
3634,MR ENGLISH,20100428,1,ENGLISH,13066
3635,BCHAIRMAN BERNANKE,20100428,1,BERNANKE,29
3636,MR LUECKE,20100428,1,LUECKE,430
3637,CHAIRMAN BERNANKE,20100623,122,BERNANKE,49537
3638,MR KOHN,20100623,10,KOHN,12921
3639,MR SACK,20100623,38,SACK,35157
3640,MR HOENIG,20100623,7,HOENIG,5872
3641,VICE CHAIRMAN DUDLEY,20100623,14,DUDLEY,12007
3642,MR FISHER,20100623,30,FISHER,21785
3643,MR LACKER,20100623,25,LACKER,10859
3644,MR LOCKHART,20100623,7,LOCKHART,8664
3645,MR PLOSSER,20100623,18,PLOSSER,14592
3646,MR TARULLO,20100623,13,TARULLO,10540
3647,MR KOCHERLAKOTA,20100623,10,KOCHERLAKOTA,11415
3648,MR ROSENGREN,20100623,8,ROSENGREN,9072
3649,MR EVANS,20100623,7,EVANS,11299
3650,MR WARSH,20100623,4,WARSH,17100
3651,MS PIANALTO,20100623,3,PIANALTO,5498
3652,MS YELLEN,20100623,4,YELLEN,10131
3653,MR BULLARD,20100623,5,BULLARD,13621
3654,MS DUKE,20100623,5,DUKE,11070
3655,MR WASCHER,20100623,1,WASCHER,15414
3656,MR ERCEG,20100623,4,ERCEG,16787
3657,MS LIANG,20100623,2,LIANG,13476
3658,MR ENGLISH,20100623,1,ENGLISH,4720
3659,MR SHEETS,20100623,1,SHEETS,1317
3660,MR STOCKTON,20100623,1,STOCKTON,1009
3661,MR MADIGAN,20100623,4,MADIGAN,10462
3662,BCHAIRMAN BERNANKE,20100623,1,BERNANKE,26
3663,MS SMITH,20100623,1,SMITH,10
3664,MR LUECKE,20100623,1,LUECKE,707
3665,CHAIRMAN BERNANKE,20100810,87,BERNANKE,31720
3666,MR KOHN,20100810,8,KOHN,13547
3667,MR MADIGAN,20100810,1,MADIGAN,372
3668,VICE CHAIRMAN DUDLEY,20100810,10,DUDLEY,9150
3669,MR SACK,20100810,18,SACK,25352
3670,MR FISHER,20100810,18,FISHER,15078
3671,MR KOCHERLAKOTA,20100810,13,KOCHERLAKOTA,11687
3672,MR SLIFMAN,20100810,6,SLIFMAN,11291
3673,MR SHEETS,20100810,6,SHEETS,8714
3674,MR LACKER,20100810,18,LACKER,15812
3675,MR LOCKHART,20100810,4,LOCKHART,10330
3676,MR REIFSCHNEIDER,20100810,2,REIFSCHNEIDER,1661
3677,MR PLOSSER,20100810,3,PLOSSER,15537
3678,MR BULLARD,20100810,5,BULLARD,9281
3679,MR ROSENGREN,20100810,3,ROSENGREN,4863
3680,MS PIANALTO,20100810,3,PIANALTO,6877
3681,MR WARSH,20100810,9,WARSH,13608
3682,MS YELLEN,20100810,2,YELLEN,8831
3683,MR HOENIG,20100810,2,HOENIG,12699
3684,MR EVANS,20100810,2,EVANS,10151
3685,MS DUKE,20100810,6,DUKE,9726
3686,MR TARULLO,20100810,7,TARULLO,10789
3687,MR ENGLISH,20100810,5,ENGLISH,15517
3688,MBSMR SACK,20100810,1,SACK,181
3689,MS SMITH,20100810,1,SMITH,6
3690,MR LUECKE,20100810,1,LUECKE,481
3691,CHAIRMAN BERNANKE,20100921,80,BERNANKE,32987
3692,MR WARSH,20100921,5,WARSH,9897
3693,MS ROBERTSON,20100921,1,ROBERTSON,218
3694,MR PLOSSER,20100921,10,PLOSSER,15375
3695,MR ENGLISH,20100921,6,ENGLISH,18007
3696,MR LACKER,20100921,13,LACKER,12141
3697,MR EVANS,20100921,5,EVANS,13922
3698,MR HOENIG,20100921,3,HOENIG,7441
3699,MR SACK,20100921,12,SACK,18948
3700,MR FISHER,20100921,16,FISHER,15832
3701,MR ROSENGREN,20100921,3,ROSENGREN,6107
3702,MR BULLARD,20100921,9,BULLARD,16583
3703,MR STOCKTON,20100921,5,STOCKTON,13871
3704,MR SHEETS,20100921,3,SHEETS,8185
3705,MR KOCHERLAKOTA,20100921,5,KOCHERLAKOTA,13261
3706,MS PIANALTO,20100921,2,PIANALTO,6945
3707,MS YELLEN,20100921,3,YELLEN,10682
3708,MR LOCKHART,20100921,3,LOCKHART,8406
3709,VICE CHAIRMAN DUDLEY,20100921,4,DUDLEY,11754
3710,MS DUKE,20100921,2,DUKE,9843
3711,MR TARULLO,20100921,2,TARULLO,4788
3712,MR LUECKE,20100921,1,LUECKE,418
3713,MR LUECKEC,20100921,1,LUECKEC,191
3714,CHAIRMAN BERNANKE,20101103,149,BERNANKE,60071
3715,MS YELLEN,20101103,6,YELLEN,14975
3716,MR FISHER,20101103,32,FISHER,31993
3717,MR HOENIG,20101103,4,HOENIG,11158
3718,VICE CHAIRMAN DUDLEY,20101103,11,DUDLEY,14766
3719,MR KOCHERLAKOTA,20101103,24,KOCHERLAKOTA,14355
3720,MS DUKE,20101103,7,DUKE,12708
3721,MR EVANS,20101103,18,EVANS,15519
3722,MR LACKER,20101103,40,LACKER,18934
3723,MR PLOSSER,20101103,16,PLOSSER,18839
3724,MS SMITH,20101103,1,SMITH,282
3725,MR SACK,20101103,42,SACK,45783
3726,MR WARSH,20101103,20,WARSH,30245
3727,MR LOCKHART,20101103,10,LOCKHART,10400
3728,MR ENGLISH,20101103,12,ENGLISH,11937
3729,MR BULLARD,20101103,15,BULLARD,18053
3730,MR WILCOX,20101103,7,WILCOX,10597
3731,MR SHEETS,20101103,6,SHEETS,11923
3732,MS WEINBACH,20101103,3,WEINBACH,7299
3733,MR REIFSCHNEIDER,20101103,7,REIFSCHNEIDER,3007
3734,MR TARULLO,20101103,7,TARULLO,14700
3735,MR ROSENGREN,20101103,3,ROSENGREN,5804
3736,MS PIANALTO,20101103,2,PIANALTO,8342
3737,MR MOORE,20101103,4,MOORE,5443
3738,MS DANKER,20101103,4,DANKER,972
3739,MS RASKIN,20101103,2,RASKIN,5746
3740,CHAIRMAN BERNANKE,20101214,63,BERNANKE,21550
3741,MR SACK,20101214,15,SACK,21311
3742,MR FISHER,20101214,15,FISHER,11232
3743,MR LOCKHART,20101214,10,LOCKHART,7532
3744,MR LACKER,20101214,8,LACKER,10482
3745,VICE CHAIRMAN DUDLEY,20101214,7,DUDLEY,10970
3746,MR BULLARD,20101214,7,BULLARD,10133
3747,FOMCMR BULLARD,20101214,1,BULLARD,132
3748,MS YELLEN,20101214,4,YELLEN,8265
3749,MR ROSENGREN,20101214,4,ROSENGREN,6014
3750,MR SHEETS,20101214,13,SHEETS,14004
3751,MR TARULLO,20101214,3,TARULLO,6006
3752,MS RASKIN,20101214,4,RASKIN,3226
3753,MR PLOSSER,20101214,3,PLOSSER,12273
3754,MS DANKER,20101214,2,DANKER,367
3755,MR STOCKTON,20101214,2,STOCKTON,14071
3756,MR KOCHERLAKOTA,20101214,3,KOCHERLAKOTA,10725
3757,MS PIANALTO,20101214,2,PIANALTO,4888
3758,MR EVANS,20101214,3,EVANS,9478
3759,MR HOENIG,20101214,2,HOENIG,6984
3760,MR MOORE,20101214,2,MOORE,6219
3761,MR WARSH,20101214,2,WARSH,5189
3762,MS DUKE,20101214,2,DUKE,9014
3763,MR ENGLISH,20101214,2,ENGLISH,9419
3764,BCHAIRMAN BERNANKE,20101214,1,BERNANKE,58
3765,CHAIRMAN BERNANKE,20110126,157,BERNANKE,34326
3766,MR BARRON,20110126,2,BARRON,13
3767,MS YELLEN,20110126,23,YELLEN,15919
3768,MS DANKER,20110126,3,DANKER,1706
3769,MR TARULLO,20110126,19,TARULLO,18559
3770,MR EVANS,20110126,16,EVANS,23725
3771,MR HOENIG,20110126,9,HOENIG,11702
3772,MR LACKER,20110126,27,LACKER,22344
3773,MR FISHER,20110126,34,FISHER,22471
3774,FOMCCHAIRMAN BERNANKE,20110126,1,BERNANKE,234
3775,MR SACK,20110126,26,SACK,31729
3776,VICE CHAIRMAN DUDLEY,20110126,28,DUDLEY,17524
3777,MR STOCKTON,20110126,6,STOCKTON,3185
3778,MR FALLICK,20110126,6,FALLICK,16505
3779,MR FABERMAN,20110126,3,FABERMAN,27759
3780,MR KOCHERLAKOTA,20110126,25,KOCHERLAKOTA,27580
3781,NAIRUMR LACKER,20110126,1,LACKER,3
3782,MR REIFSCHNEIDER,20110126,10,REIFSCHNEIDER,19208
3783,MR PLOSSER,20110126,18,PLOSSER,20027
3784,MR BULLARD,20110126,14,BULLARD,17220
3785,MR ENGLISH,20110126,2,ENGLISH,9422
3786,MS REMACHE,20110126,1,REMACHE,201
3787,MR WARSH,20110126,6,WARSH,19012
3788,MR LOCKHART,20110126,7,LOCKHART,8916
3789,MS DUKE,20110126,7,DUKE,14877
3790,MR KAMIN,20110126,11,KAMIN,16212
3791,MS LIANG,20110126,7,LIANG,15475
3792,MS ZICKLER,20110126,1,ZICKLER,8085
3793,MS RASKIN,20110126,6,RASKIN,12514
3794,MR ROSENGREN,20110126,7,ROSENGREN,8989
3795,MS PIANALTO,20110126,3,PIANALTO,9546
3796,MR MOORE,20110126,3,MOORE,5941
3797,MS SMITH,20110126,4,SMITH,657
3798,CHAIRMAN BERNANKE,20110315,116,BERNANKE,32379
3799,MR TARULLO,20110315,12,TARULLO,10430
3800,MR FISHER,20110315,31,FISHER,15135
3801,MR WILLIAMS,20110315,6,WILLIAMS,7043
3802,MR SACK,20110315,10,SACK,19693
3803,MR KOCHERLAKOTA,20110315,19,KOCHERLAKOTA,12569
3804,VICE CHAIRMAN DUDLEY,20110315,17,DUDLEY,13671
3805,FOMCMR FISHER,20110315,1,FISHER,75
3806,MR BULLARD,20110315,15,BULLARD,13901
3807,MR LACKER,20110315,17,LACKER,15136
3808,MS YELLEN,20110315,34,YELLEN,19365
3809,MR STOCKTON,20110315,8,STOCKTON,16480
3810,MR SHEETS,20110315,16,SHEETS,15862
3811,MR EVANS,20110315,9,EVANS,12128
3812,MR PLOSSER,20110315,18,PLOSSER,18873
3813,MR LOCKHART,20110315,22,LOCKHART,11202
3814,MR ROSENGREN,20110315,3,ROSENGREN,5033
3815,MR HOENIG,20110315,9,HOENIG,10548
3816,MS PIANALTO,20110315,2,PIANALTO,7173
3817,MR ENGLISH,20110315,8,ENGLISH,9435
3818,MS DUKE,20110315,5,DUKE,8649
3819,MS RASKIN,20110315,3,RASKIN,5290
3820,BVICE CHAIRMAN DUDLEY,20110315,1,DUDLEY,35
3821,MR LUECKE,20110315,3,LUECKE,452
3822,MS SMITH,20110315,11,SMITH,3025
3823,FOMCMR LOCKHART,20110315,1,LOCKHART,28
3824,CHAIRMAN BERNANKE,20110427,141,BERNANKE,55714
3825,MS YELLEN,20110427,9,YELLEN,17411
3826,MR SACK,20110427,21,SACK,31493
3827,MR LACKER,20110427,34,LACKER,23635
3828,MR BULLARD,20110427,17,BULLARD,35216
3829,MR KOCHERLAKOTA,20110427,23,KOCHERLAKOTA,18819
3830,MR ENGLISH,20110427,10,ENGLISH,10586
3831,MR PLOSSER,20110427,25,PLOSSER,25654
3832,MR FISHER,20110427,14,FISHER,20815
3833,MS DUKE,20110427,5,DUKE,10005
3834,MR LOCKHART,20110427,6,LOCKHART,14365
3835,MR NELSON,20110427,5,NELSON,12979
3836,MR TARULLO,20110427,15,TARULLO,20498
3837,MR HOENIG,20110427,13,HOENIG,10839
3838,VICE CHAIRMAN DUDLEY,20110427,7,DUDLEY,17140
3839,MR WILLIAMS,20110427,4,WILLIAMS,12897
3840,MS PIANALTO,20110427,3,PIANALTO,11198
3841,MR EVANS,20110427,13,EVANS,19241
3842,MR ROSENGREN,20110427,3,ROSENGREN,9638
3843,MS RASKIN,20110427,3,RASKIN,11237
3844,MS DANKER,20110427,5,DANKER,699
3845,MR WILCOX,20110427,2,WILCOX,12021
3846,MR SHEETS,20110427,4,SHEETS,13887
3847,MR NATALUCCI,20110427,1,NATALUCCI,6368
3848,MR WASCHER,20110427,1,WASCHER,231
3849,BCHAIRMAN BERNANKE,20110427,1,BERNANKE,26
3850,CHAIRMAN BERNANKE,20110622,184,BERNANKE,65825
3851,MS YELLEN,20110622,15,YELLEN,20021
3852,MR DOTSEY,20110622,8,DOTSEY,29112
3853,VICE CHAIRMAN DUDLEY,20110622,31,DUDLEY,25828
3854,MR DEL NEGRO,20110622,2,NEGRO,2004
3855,MR REIFSCHNEIDER,20110622,3,REIFSCHNEIDER,4102
3856,MR WILLIAMS,20110622,7,WILLIAMS,14739
3857,MR PLOSSER,20110622,19,PLOSSER,16265
3858,MR KOCHERLAKOTA,20110622,18,KOCHERLAKOTA,21149
3859,MR BULLARD,20110622,18,BULLARD,18161
3860,MR EVANS,20110622,9,EVANS,13219
3861,MR LACKER,20110622,28,LACKER,22001
3862,MR FISHER,20110622,33,FISHER,20958
3863,MS RASKIN,20110622,6,RASKIN,11334
3864,MR ROSENGREN,20110622,9,ROSENGREN,16074
3865,MR TARULLO,20110622,14,TARULLO,12794
3866,MS PIANALTO,20110622,3,PIANALTO,7913
3867,MR LOCKHART,20110622,6,LOCKHART,8013
3868,MR HOENIG,20110622,9,HOENIG,8426
3869,MS DUKE,20110622,6,DUKE,7850
3870,MR SACK,20110622,14,SACK,25417
3871,MR SLIFMAN,20110622,7,SLIFMAN,15364
3872,MS WILSON,20110622,4,WILSON,8502
3873,MR REEVE,20110622,5,REEVE,8765
3874,MR COVITZ,20110622,2,COVITZ,11351
3875,MR CARPENTER,20110622,1,CARPENTER,7699
3876,MS LIANG,20110622,4,LIANG,3913
3877,PRESIDENT PLOSSER,20110622,1,PLOSSER,6229
3878,MR ENGLISH,20110622,6,ENGLISH,10781
3879,MS DANKER,20110622,4,DANKER,1075
3880,MS DANKERC,20110622,1,DANKERC,212
3881,CHAIRMAN BERNANKE,20110809,127,BERNANKE,31178
3882,MS YELLEN,20110809,10,YELLEN,14366
3883,MR WILCOX,20110809,13,WILCOX,19866
3884,MR HOENIG,20110809,13,HOENIG,7546
3885,MR SACK,20110809,16,SACK,20226
3886,MR FISHER,20110809,35,FISHER,13841
3887,VICE CHAIRMAN DUDLEY,20110809,15,DUDLEY,9583
3888,MR BULLARD,20110809,13,BULLARD,14598
3889,MR ENGLISH,20110809,10,ENGLISH,10335
3890,MR KOCHERLAKOTA,20110809,12,KOCHERLAKOTA,15137
3891,MR LEAHY,20110809,5,LEAHY,11202
3892,MR LOCKHART,20110809,6,LOCKHART,10458
3893,MR WASCHER,20110809,3,WASCHER,2247
3894,MR PLOSSER,20110809,19,PLOSSER,17503
3895,MR REIFSCHNEIDER,20110809,2,REIFSCHNEIDER,534
3896,MR TARULLO,20110809,18,TARULLO,11610
3897,MR LACKER,20110809,3,LACKER,12906
3898,MR EVANS,20110809,15,EVANS,11085
3899,MR ROSENGREN,20110809,6,ROSENGREN,8792
3900,MS PIANALTO,20110809,2,PIANALTO,6726
3901,MR WILLIAMS,20110809,2,WILLIAMS,6864
3902,MS DUKE,20110809,7,DUKE,7964
3903,MS RASKIN,20110809,2,RASKIN,8255
3904,MS SMITH,20110809,3,SMITH,84
3905,BCHAIRMAN BERNANKE,20110809,2,BERNANKE,148
3906,MR LUECKE,20110809,3,LUECKE,616
3907,AMS YELLEN,20110809,1,YELLEN,93
3908,AMR ENGLISH,20110809,1,ENGLISH,44
3909,ACHAIRMAN BERNANKE,20110809,1,BERNANKE,308
3910,CHAIRMAN BERNANKE,20110921,171,BERNANKE,57455
3911,MS YELLEN,20110921,7,YELLEN,22481
3912,MS GEORGE,20110921,4,GEORGE,6765
3913,MR SACK,20110921,26,SACK,33234
3914,MR PLOSSER,20110921,13,PLOSSER,25096
3915,VICE CHAIRMAN DUDLEY,20110921,33,DUDLEY,34615
3916,MR LACKER,20110921,49,LACKER,27997
3917,MR FISHER,20110921,32,FISHER,26898
3918,MR KOCHERLAKOTA,20110921,23,KOCHERLAKOTA,33841
3919,MS RASKIN,20110921,4,RASKIN,15560
3920,MS REMACHE,20110921,2,REMACHE,6616
3921,IOERMR CARPENTER,20110921,2,CARPENTER,4961
3922,MR REIFSCHNEIDER,20110921,3,REIFSCHNEIDER,9065
3923,MR ROSENGREN,20110921,13,ROSENGREN,17910
3924,MR CARPENTER,20110921,18,CARPENTER,6060
3925,MR ENGLISH,20110921,23,ENGLISH,16883
3926,MR BULLARD,20110921,16,BULLARD,28546
3927,MS PIANALTO,20110921,6,PIANALTO,14967
3928,MR EVANS,20110921,11,EVANS,23484
3929,MR LOCKHART,20110921,10,LOCKHART,17106
3930,MR WILLIAMS,20110921,5,WILLIAMS,17516
3931,MS DUKE,20110921,5,DUKE,19697
3932,MR TARULLO,20110921,10,TARULLO,24272
3933,MR SLIFMAN,20110921,4,SLIFMAN,8770
3934,MR KAMIN,20110921,5,KAMIN,12435
