,speaker,date,speak_count,speaker_unique
3425,MR ROSENGREN,20090624,6,ROSENGREN
3426,MR HOENIG,20090624,9,HOENIG
3427,MBSMR MOSSER,20090624,1,MOSSER
3428,MR BULLARD,20090624,9,BULLARD
3429,MR PLOSSER,20090624,19,PLOSSER
3430,MR EVANS,20090624,13,EVANS
3431,MR STERN,20090624,6,STERN
3432,MR NELSON,20090624,1,NELSON
3433,MR LOCKHART,20090624,6,LOCKHART
3434,MR TARULLO,20090624,10,TARULLO
3435,MR WARSH,20090624,3,WARSH
3436,MS YELLEN,20090624,4,YELLEN
3437,MS DUKE,20090624,3,DUKE
3438,MS PIANALTO,20090624,3,PIANALTO
3439,MR KILEY,20090624,8,KILEY
3440,MR STOCKTON,20090624,2,STOCKTON
3441,BCHAIRMAN BERNANKE,20090624,1,BERNANKE
3442,MS DANKER,20090624,1,DANKER
3443,CHAIRMAN BERNANKE,20090812,90,BERNANKE
3444,MR KOHN,20090812,5,KOHN
3445,MR SACK,20090812,24,SACK
3446,MR BULLARD,20090812,8,BULLARD
3447,MR FISHER,20090812,14,FISHER
3448,MR STERN,20090812,6,STERN
3449,MR ROSENGREN,20090812,6,ROSENGREN
3450,MR EVANS,20090812,5,EVANS
3451,MR MADIGAN,20090812,6,MADIGAN
3452,MR PLOSSER,20090812,13,PLOSSER
3453,VICE CHAIRMAN DUDLEY,20090812,10,DUDLEY
3454,MR LACKER,20090812,30,LACKER
3455,MS YELLEN,20090812,3,YELLEN
3456,MS MCLAUGHLIN,20090812,1,MCLAUGHLIN
3457,MR HOENIG,20090812,5,HOENIG
3458,MR CARPENTER,20090812,4,CARPENTER
3459,MR BURKE,20090812,11,BURKE
3460,MR MCANDREWS,20090812,8,MCANDREWS
3461,MR NELSON,20090812,3,NELSON
3462,RMBSCHAIRMAN BERNANKE,20090812,1,BERNANKE
3463,MR WARSH,20090812,3,WARSH
3464,MR SLIFMAN,20090812,4,SLIFMAN
3465,MR SHEETS,20090812,4,SHEETS
3466,MR LOCKHART,20090812,3,LOCKHART
3467,MR TARULLO,20090812,2,TARULLO
3468,MS PIANALTO,20090812,2,PIANALTO
3469,MS DUKE,20090812,2,DUKE
3470,BMR MADIGAN,20090812,1,MADIGAN
3471,MS DANKER,20090812,1,DANKER
3472,CHAIRMAN BERNANKE,20090923,153,BERNANKE
3473,MR KOHN,20090923,11,KOHN
3474,MR SACK,20090923,33,SACK
3475,MR TARULLO,20090923,12,TARULLO
3476,MR EVANS,20090923,12,EVANS
3477,MR HOENIG,20090923,6,HOENIG
3478,VICE CHAIRMAN DUDLEY,20090923,16,DUDLEY
3479,MR LACKER,20090923,48,LACKER
3480,MR BULLARD,20090923,13,BULLARD
3481,MR FISHER,20090923,18,FISHER
3482,MR PLOSSER,20090923,35,PLOSSER
3483,MR ENGLISH,20090923,24,ENGLISH
3484,MR CLOUSE,20090923,8,CLOUSE
3485,MR MADIGAN,20090923,17,MADIGAN
3486,MR ROSENGREN,20090923,6,ROSENGREN
3487,MS DUKE,20090923,5,DUKE
3488,MS YELLEN,20090923,4,YELLEN
3489,MR LOCKHART,20090923,6,LOCKHART
3490,MR WARSH,20090923,4,WARSH
3491,MR ALVAREZ,20090923,1,ALVAREZ
3492,MR STOCKTON,20090923,7,STOCKTON
3493,MR SHEETS,20090923,6,SHEETS
3494,MS PIANALTO,20090923,2,PIANALTO
3495,MR LYON,20090923,2,LYON
3496,MR LUECKE,20090923,2,LUECKE
3497,CHAIRMAN BERNANKE,20091104,134,BERNANKE
3498,MR KOHN,20091104,11,KOHN
3499,MR KOCHERLAKOTA,20091104,7,KOCHERLAKOTA
3500,MR PLOSSER,20091104,25,PLOSSER
3501,MR SACK,20091104,8,SACK
3502,MR FISHER,20091104,16,FISHER
3503,MR BULLARD,20091104,5,BULLARD
3504,MR TARULLO,20091104,10,TARULLO
3505,MR NELSON,20091104,7,NELSON
3506,MR SHEETS,20091104,17,SHEETS
3507,MR BURKE,20091104,9,BURKE
3508,MR CLOUSE,20091104,4,CLOUSE
3509,MR LACKER,20091104,41,LACKER
3510,MS MOSSER,20091104,4,MOSSER
3511,CBIASMR LACKER,20091104,1,LACKER
3512,VICE CHAIRMAN DUDLEY,20091104,20,DUDLEY
3513,MR LOCKHART,20091104,14,LOCKHART
3514,ABSMR FISHER,20091104,1,FISHER
3515,TALFMR FISHER,20091104,1,FISHER
3516,MR ALVAREZ,20091104,1,ALVAREZ
3517,MR HOENIG,20091104,3,HOENIG
3518,MR MADIGAN,20091104,16,MADIGAN
3519,MR WARSH,20091104,4,WARSH
3520,MS DUKE,20091104,4,DUKE
3521,MR ROSENGREN,20091104,3,ROSENGREN
3522,MS YELLEN,20091104,6,YELLEN
3523,MR STOCKTON,20091104,2,STOCKTON
3524,MR KAMIN,20091104,1,KAMIN
3525,MR EVANS,20091104,11,EVANS
3526,MS PIANALTO,20091104,3,PIANALTO
3527,BCHAIRMAN BERNANKE,20091104,2,BERNANKE
3528,MR LUECKE,20091104,1,LUECKE
3529,CHAIRMAN BERNANKE,20091216,137,BERNANKE
3530,MR KOHN,20091216,17,KOHN
3531,MR SACK,20091216,32,SACK
3532,MR PLOSSER,20091216,17,PLOSSER
3533,VICE CHAIRMAN DUDLEY,20091216,9,DUDLEY
3534,MR TARULLO,20091216,7,TARULLO
3535,MR ROSENGREN,20091216,7,ROSENGREN
3536,MR NELSON,20091216,3,NELSON
3537,MR EVANS,20091216,16,EVANS
3538,MR LOCKHART,20091216,8,LOCKHART
3539,MR FISHER,20091216,12,FISHER
3540,MR HOENIG,20091216,11,HOENIG
3541,MR LACKER,20091216,26,LACKER
3542,MS PIANALTO,20091216,4,PIANALTO
3543,MR KOCHERLAKOTA,20091216,15,KOCHERLAKOTA
3544,MR BULLARD,20091216,16,BULLARD
3545,MR CLOUSE,20091216,6,CLOUSE
3546,MR MADIGAN,20091216,6,MADIGAN
3547,MR WILCOX,20091216,1,WILCOX
3548,MR SHEETS,20091216,1,SHEETS
3549,MR WARSH,20091216,4,WARSH
3550,MS YELLEN,20091216,4,YELLEN
3551,MS DUKE,20091216,2,DUKE
3552,MR WASCHER,20091216,1,WASCHER
3553,MR LUECKE,20091216,1,LUECKE
3554,MR FUHRER,20091216,4,FUHRER
3555,MR DOTSEY,20091216,9,DOTSEY
3556,MR WYNNE,20091216,2,WYNNE
3557,MR HORNSTEIN,20091216,1,HORNSTEIN
3558,CHAIRMAN BERNANKE,20100127,148,BERNANKE
3559,MR KOHN,20100127,18,KOHN
3560,MR WARSH,20100127,10,WARSH
3561,MR LUECKE,20100127,2,LUECKE
3562,MR TARULLO,20100127,8,TARULLO
3563,VICE CHAIRMAN DUDLEY,20100127,14,DUDLEY
3564,MR SACK,20100127,26,SACK
3565,MR PLOSSER,20100127,19,PLOSSER
3566,MR FISHER,20100127,21,FISHER
3567,MR BULLARD,20100127,18,BULLARD
3568,MR LACKER,20100127,29,LACKER
3569,MR ROSENGREN,20100127,8,ROSENGREN
3570,MR LOCKHART,20100127,8,LOCKHART
3571,MR MADIGAN,20100127,7,MADIGAN
3572,MR NELSON,20100127,9,NELSON
3573,MS DUKE,20100127,9,DUKE
3574,MR CLOUSE,20100127,7,CLOUSE
3575,MR HILTON,20100127,10,HILTON
3576,MR KOCHERLAKOTA,20100127,14,KOCHERLAKOTA
3577,MS YELLEN,20100127,5,YELLEN
3578,MR EVANS,20100127,6,EVANS
3579,MR SHEETS,20100127,5,SHEETS
3580,MR HOENIG,20100127,3,HOENIG
3581,MS PIANALTO,20100127,3,PIANALTO
3582,MR STOCKTON,20100127,3,STOCKTON
3583,MR SICHEL,20100127,6,SICHEL
3584,MR PALUMBO,20100127,2,PALUMBO
3585,MR ENGLISH,20100127,3,ENGLISH
3586,MR DUDLEY,20100127,1,DUDLEY
3587,CHAIRMAN BERNANKE,20100316,78,BERNANKE
3588,MR KOHN,20100316,7,KOHN
3589,MR SACK,20100316,12,SACK
3590,VICE CHAIRMAN DUDLEY,20100316,3,DUDLEY
3591,MR LOCKHART,20100316,4,LOCKHART
3592,MR LACKER,20100316,12,LACKER
3593,MR EVANS,20100316,6,EVANS
3594,MR FISHER,20100316,10,FISHER
3595,MBSMR FISHER,20100316,1,FISHER
3596,MR WARSH,20100316,6,WARSH
3597,MR HOENIG,20100316,4,HOENIG
3598,MR KOCHERLAKOTA,20100316,6,KOCHERLAKOTA
3599,MR PLOSSER,20100316,3,PLOSSER
3600,MS YELLEN,20100316,3,YELLEN
3601,MR BULLARD,20100316,5,BULLARD
3602,MR STOCKTON,20100316,1,STOCKTON
3603,MR SHEETS,20100316,1,SHEETS
3604,MR ROSENGREN,20100316,3,ROSENGREN
3605,MS PIANALTO,20100316,3,PIANALTO
3606,MR TARULLO,20100316,3,TARULLO
3607,MS DUKE,20100316,2,DUKE
3608,MR MADIGAN,20100316,5,MADIGAN
3609,BCHAIRMAN BERNANKE,20100316,1,BERNANKE
3610,MR LUECKE,20100316,1,LUECKE
3611,CHAIRMAN BERNANKE,20100428,104,BERNANKE
3612,MR LACKER,20100428,14,LACKER
3613,MR KOHN,20100428,20,KOHN
3614,MR SACK,20100428,11,SACK
3615,MR MADIGAN,20100428,5,MADIGAN
3616,MR LOCKHART,20100428,6,LOCKHART
3617,MBSMR SACK,20100428,1,SACK
3618,MR KOCHERLAKOTA,20100428,8,KOCHERLAKOTA
3619,MR ROSENGREN,20100428,7,ROSENGREN
3620,VICE CHAIRMAN DUDLEY,20100428,13,DUDLEY
3621,MR SHEETS,20100428,5,SHEETS
3622,MR BULLARD,20100428,6,BULLARD
3623,MS YELLEN,20100428,3,YELLEN
3624,MR WARSH,20100428,5,WARSH
3625,MS HOLCOMB,20100428,3,HOLCOMB
3626,MR HOENIG,20100428,7,HOENIG
3627,MR PLOSSER,20100428,4,PLOSSER
3628,MR EVANS,20100428,8,EVANS
3629,MS PIANALTO,20100428,3,PIANALTO
3630,MS DUKE,20100428,4,DUKE
3631,MR TARULLO,20100428,7,TARULLO
3632,MR STOCKTON,20100428,6,STOCKTON
3633,MR REIFSCHNEIDER,20100428,3,REIFSCHNEIDER
3634,MR ENGLISH,20100428,1,ENGLISH
3635,BCHAIRMAN BERNANKE,20100428,1,BERNANKE
3636,MR LUECKE,20100428,1,LUECKE
3637,CHAIRMAN BERNANKE,20100623,122,BERNANKE
3638,MR KOHN,20100623,10,KOHN
3639,MR SACK,20100623,38,SACK
3640,MR HOENIG,20100623,7,HOENIG
3641,VICE CHAIRMAN DUDLEY,20100623,14,DUDLEY
3642,MR FISHER,20100623,30,FISHER
3643,MR LACKER,20100623,25,LACKER
3644,MR LOCKHART,20100623,7,LOCKHART
3645,MR PLOSSER,20100623,18,PLOSSER
3646,MR TARULLO,20100623,13,TARULLO
3647,MR KOCHERLAKOTA,20100623,10,KOCHERLAKOTA
3648,MR ROSENGREN,20100623,8,ROSENGREN
3649,MR EVANS,20100623,7,EVANS
3650,MR WARSH,20100623,4,WARSH
3651,MS PIANALTO,20100623,3,PIANALTO
3652,MS YELLEN,20100623,4,YELLEN
3653,MR BULLARD,20100623,5,BULLARD
3654,MS DUKE,20100623,5,DUKE
3655,MR WASCHER,20100623,1,WASCHER
3656,MR ERCEG,20100623,4,ERCEG
3657,MS LIANG,20100623,2,LIANG
3658,MR ENGLISH,20100623,1,ENGLISH
3659,MR SHEETS,20100623,1,SHEETS
3660,MR STOCKTON,20100623,1,STOCKTON
3661,MR MADIGAN,20100623,4,MADIGAN
3662,BCHAIRMAN BERNANKE,20100623,1,BERNANKE
3663,MS SMITH,20100623,1,SMITH
3664,MR LUECKE,20100623,1,LUECKE
3665,CHAIRMAN BERNANKE,20100810,87,BERNANKE
3666,MR KOHN,20100810,8,KOHN
3667,MR MADIGAN,20100810,1,MADIGAN
3668,VICE CHAIRMAN DUDLEY,20100810,10,DUDLEY
3669,MR SACK,20100810,18,SACK
3670,MR FISHER,20100810,18,FISHER
3671,MR KOCHERLAKOTA,20100810,13,KOCHERLAKOTA
3672,MR SLIFMAN,20100810,6,SLIFMAN
3673,MR SHEETS,20100810,6,SHEETS
3674,MR LACKER,20100810,18,LACKER
3675,MR LOCKHART,20100810,4,LOCKHART
3676,MR REIFSCHNEIDER,20100810,2,REIFSCHNEIDER
3677,MR PLOSSER,20100810,3,PLOSSER
3678,MR BULLARD,20100810,5,BULLARD
3679,MR ROSENGREN,20100810,3,ROSENGREN
3680,MS PIANALTO,20100810,3,PIANALTO
3681,MR WARSH,20100810,9,WARSH
3682,MS YELLEN,20100810,2,YELLEN
3683,MR HOENIG,20100810,2,HOENIG
3684,MR EVANS,20100810,2,EVANS
3685,MS DUKE,20100810,6,DUKE
3686,MR TARULLO,20100810,7,TARULLO
3687,MR ENGLISH,20100810,5,ENGLISH
3688,MBSMR SACK,20100810,1,SACK
3689,MS SMITH,20100810,1,SMITH
3690,MR LUECKE,20100810,1,LUECKE
3691,CHAIRMAN BERNANKE,20100921,80,BERNANKE
3692,MR WARSH,20100921,5,WARSH
3693,MS ROBERTSON,20100921,1,ROBERTSON
3694,MR PLOSSER,20100921,10,PLOSSER
3695,MR ENGLISH,20100921,6,ENGLISH
3696,MR LACKER,20100921,13,LACKER
3697,MR EVANS,20100921,5,EVANS
3698,MR HOENIG,20100921,3,HOENIG
3699,MR SACK,20100921,12,SACK
3700,MR FISHER,20100921,16,FISHER
3701,MR ROSENGREN,20100921,3,ROSENGREN
3702,MR BULLARD,20100921,9,BULLARD
3703,MR STOCKTON,20100921,5,STOCKTON
3704,MR SHEETS,20100921,3,SHEETS
3705,MR KOCHERLAKOTA,20100921,5,KOCHERLAKOTA
3706,MS PIANALTO,20100921,2,PIANALTO
3707,MS YELLEN,20100921,3,YELLEN
3708,MR LOCKHART,20100921,3,LOCKHART
3709,VICE CHAIRMAN DUDLEY,20100921,4,DUDLEY
3710,MS DUKE,20100921,2,DUKE
3711,MR TARULLO,20100921,2,TARULLO
3712,MR LUECKE,20100921,1,LUECKE
3713,MR LUECKEC,20100921,1,LUECKEC
3714,CHAIRMAN BERNANKE,20101103,149,BERNANKE
3715,MS YELLEN,20101103,6,YELLEN
3716,MR FISHER,20101103,32,FISHER
3717,MR HOENIG,20101103,4,HOENIG
3718,VICE CHAIRMAN DUDLEY,20101103,11,DUDLEY
3719,MR KOCHERLAKOTA,20101103,24,KOCHERLAKOTA
3720,MS DUKE,20101103,7,DUKE
3721,MR EVANS,20101103,18,EVANS
3722,MR LACKER,20101103,40,LACKER
3723,MR PLOSSER,20101103,16,PLOSSER
3724,MS SMITH,20101103,1,SMITH
3725,MR SACK,20101103,42,SACK
3726,MR WARSH,20101103,20,WARSH
3727,MR LOCKHART,20101103,10,LOCKHART
3728,MR ENGLISH,20101103,12,ENGLISH
3729,MR BULLARD,20101103,15,BULLARD
3730,MR WILCOX,20101103,7,WILCOX
3731,MR SHEETS,20101103,6,SHEETS
3732,MS WEINBACH,20101103,3,WEINBACH
3733,MR REIFSCHNEIDER,20101103,7,REIFSCHNEIDER
3734,MR TARULLO,20101103,7,TARULLO
3735,MR ROSENGREN,20101103,3,ROSENGREN
3736,MS PIANALTO,20101103,2,PIANALTO
3737,MR MOORE,20101103,4,MOORE
3738,MS DANKER,20101103,4,DANKER
3739,MS RASKIN,20101103,2,RASKIN
3740,CHAIRMAN BERNANKE,20101214,63,BERNANKE
3741,MR SACK,20101214,15,SACK
3742,MR FISHER,20101214,15,FISHER
3743,MR LOCKHART,20101214,10,LOCKHART
3744,MR LACKER,20101214,8,LACKER
3745,VICE CHAIRMAN DUDLEY,20101214,7,DUDLEY
3746,MR BULLARD,20101214,7,BULLARD
3747,FOMCMR BULLARD,20101214,1,BULLARD
3748,MS YELLEN,20101214,4,YELLEN
3749,MR ROSENGREN,20101214,4,ROSENGREN
3750,MR SHEETS,20101214,13,SHEETS
3751,MR TARULLO,20101214,3,TARULLO
3752,MS RASKIN,20101214,4,RASKIN
3753,MR PLOSSER,20101214,3,PLOSSER
3754,MS DANKER,20101214,2,DANKER
3755,MR STOCKTON,20101214,2,STOCKTON
3756,MR KOCHERLAKOTA,20101214,3,KOCHERLAKOTA
3757,MS PIANALTO,20101214,2,PIANALTO
3758,MR EVANS,20101214,3,EVANS
3759,MR HOENIG,20101214,2,HOENIG
3760,MR MOORE,20101214,2,MOORE
3761,MR WARSH,20101214,2,WARSH
3762,MS DUKE,20101214,2,DUKE
3763,MR ENGLISH,20101214,2,ENGLISH
3764,BCHAIRMAN BERNANKE,20101214,1,BERNANKE
3765,CHAIRMAN BERNANKE,20110126,157,BERNANKE
3766,MR BARRON,20110126,2,BARRON
3767,MS YELLEN,20110126,23,YELLEN
3768,MS DANKER,20110126,3,DANKER
3769,MR TARULLO,20110126,19,TARULLO
3770,MR EVANS,20110126,16,EVANS
3771,MR HOENIG,20110126,9,HOENIG
3772,MR LACKER,20110126,27,LACKER
3773,MR FISHER,20110126,34,FISHER
3774,FOMCCHAIRMAN BERNANKE,20110126,1,BERNANKE
3775,MR SACK,20110126,26,SACK
3776,VICE CHAIRMAN DUDLEY,20110126,28,DUDLEY
3777,MR STOCKTON,20110126,6,STOCKTON
3778,MR FALLICK,20110126,6,FALLICK
3779,MR FABERMAN,20110126,3,FABERMAN
3780,MR KOCHERLAKOTA,20110126,25,KOCHERLAKOTA
3781,NAIRUMR LACKER,20110126,1,LACKER
3782,MR REIFSCHNEIDER,20110126,10,REIFSCHNEIDER
3783,MR PLOSSER,20110126,18,PLOSSER
3784,MR BULLARD,20110126,14,BULLARD
3785,MR ENGLISH,20110126,2,ENGLISH
3786,MS REMACHE,20110126,1,REMACHE
3787,MR WARSH,20110126,6,WARSH
3788,MR LOCKHART,20110126,7,LOCKHART
3789,MS DUKE,20110126,7,DUKE
3790,MR KAMIN,20110126,11,KAMIN
3791,MS LIANG,20110126,7,LIANG
3792,MS ZICKLER,20110126,1,ZICKLER
3793,MS RASKIN,20110126,6,RASKIN
3794,MR ROSENGREN,20110126,7,ROSENGREN
3795,MS PIANALTO,20110126,3,PIANALTO
3796,MR MOORE,20110126,3,MOORE
3797,MS SMITH,20110126,4,SMITH
3798,CHAIRMAN BERNANKE,20110315,116,BERNANKE
3799,MR TARULLO,20110315,12,TARULLO
3800,MR FISHER,20110315,31,FISHER
3801,MR WILLIAMS,20110315,6,WILLIAMS
3802,MR SACK,20110315,10,SACK
3803,MR KOCHERLAKOTA,20110315,19,KOCHERLAKOTA
3804,VICE CHAIRMAN DUDLEY,20110315,17,DUDLEY
3805,FOMCMR FISHER,20110315,1,FISHER
3806,MR BULLARD,20110315,15,BULLARD
3807,MR LACKER,20110315,17,LACKER
3808,MS YELLEN,20110315,34,YELLEN
3809,MR STOCKTON,20110315,8,STOCKTON
3810,MR SHEETS,20110315,16,SHEETS
3811,MR EVANS,20110315,9,EVANS
3812,MR PLOSSER,20110315,18,PLOSSER
3813,MR LOCKHART,20110315,22,LOCKHART
3814,MR ROSENGREN,20110315,3,ROSENGREN
3815,MR HOENIG,20110315,9,HOENIG
3816,MS PIANALTO,20110315,2,PIANALTO
3817,MR ENGLISH,20110315,8,ENGLISH
3818,MS DUKE,20110315,5,DUKE
3819,MS RASKIN,20110315,3,RASKIN
3820,BVICE CHAIRMAN DUDLEY,20110315,1,DUDLEY
3821,MR LUECKE,20110315,3,LUECKE
3822,MS SMITH,20110315,11,SMITH
3823,FOMCMR LOCKHART,20110315,1,LOCKHART
3824,CHAIRMAN BERNANKE,20110427,141,BERNANKE
3825,MS YELLEN,20110427,9,YELLEN
3826,MR SACK,20110427,21,SACK
3827,MR LACKER,20110427,34,LACKER
3828,MR BULLARD,20110427,17,BULLARD
3829,MR KOCHERLAKOTA,20110427,23,KOCHERLAKOTA
3830,MR ENGLISH,20110427,10,ENGLISH
3831,MR PLOSSER,20110427,25,PLOSSER
3832,MR FISHER,20110427,14,FISHER
3833,MS DUKE,20110427,5,DUKE
3834,MR LOCKHART,20110427,6,LOCKHART
3835,MR NELSON,20110427,5,NELSON
3836,MR TARULLO,20110427,15,TARULLO
3837,MR HOENIG,20110427,13,HOENIG
3838,VICE CHAIRMAN DUDLEY,20110427,7,DUDLEY
3839,MR WILLIAMS,20110427,4,WILLIAMS
3840,MS PIANALTO,20110427,3,PIANALTO
3841,MR EVANS,20110427,13,EVANS
3842,MR ROSENGREN,20110427,3,ROSENGREN
3843,MS RASKIN,20110427,3,RASKIN
3844,MS DANKER,20110427,5,DANKER
3845,MR WILCOX,20110427,2,WILCOX
3846,MR SHEETS,20110427,4,SHEETS
3847,MR NATALUCCI,20110427,1,NATALUCCI
3848,MR WASCHER,20110427,1,WASCHER
3849,BCHAIRMAN BERNANKE,20110427,1,BERNANKE
3850,CHAIRMAN BERNANKE,20110622,184,BERNANKE
3851,MS YELLEN,20110622,15,YELLEN
3852,MR DOTSEY,20110622,8,DOTSEY
3853,VICE CHAIRMAN DUDLEY,20110622,31,DUDLEY
3854,MR DEL NEGRO,20110622,2,NEGRO
3855,MR REIFSCHNEIDER,20110622,3,REIFSCHNEIDER
3856,MR WILLIAMS,20110622,7,WILLIAMS
3857,MR PLOSSER,20110622,19,PLOSSER
3858,MR KOCHERLAKOTA,20110622,18,KOCHERLAKOTA
3859,MR BULLARD,20110622,18,BULLARD
3860,MR EVANS,20110622,9,EVANS
3861,MR LACKER,20110622,28,LACKER
3862,MR FISHER,20110622,33,FISHER
3863,MS RASKIN,20110622,6,RASKIN
3864,MR ROSENGREN,20110622,9,ROSENGREN
3865,MR TARULLO,20110622,14,TARULLO
3866,MS PIANALTO,20110622,3,PIANALTO
3867,MR LOCKHART,20110622,6,LOCKHART
3868,MR HOENIG,20110622,9,HOENIG
3869,MS DUKE,20110622,6,DUKE
3870,MR SACK,20110622,14,SACK
3871,MR SLIFMAN,20110622,7,SLIFMAN
3872,MS WILSON,20110622,4,WILSON
3873,MR REEVE,20110622,5,REEVE
3874,MR COVITZ,20110622,2,COVITZ
3875,MR CARPENTER,20110622,1,CARPENTER
3876,MS LIANG,20110622,4,LIANG
3877,PRESIDENT PLOSSER,20110622,1,PLOSSER
3878,MR ENGLISH,20110622,6,ENGLISH
3879,MS DANKER,20110622,4,DANKER
3880,MS DANKERC,20110622,1,DANKERC
3881,CHAIRMAN BERNANKE,20110809,127,BERNANKE
3882,MS YELLEN,20110809,10,YELLEN
3883,MR WILCOX,20110809,13,WILCOX
3884,MR HOENIG,20110809,13,HOENIG
3885,MR SACK,20110809,16,SACK
3886,MR FISHER,20110809,35,FISHER
3887,VICE CHAIRMAN DUDLEY,20110809,15,DUDLEY
3888,MR BULLARD,20110809,13,BULLARD
3889,MR ENGLISH,20110809,10,ENGLISH
3890,MR KOCHERLAKOTA,20110809,12,KOCHERLAKOTA
3891,MR LEAHY,20110809,5,LEAHY
3892,MR LOCKHART,20110809,6,LOCKHART
3893,MR WASCHER,20110809,3,WASCHER
3894,MR PLOSSER,20110809,19,PLOSSER
3895,MR REIFSCHNEIDER,20110809,2,REIFSCHNEIDER
3896,MR TARULLO,20110809,18,TARULLO
3897,MR LACKER,20110809,3,LACKER
3898,MR EVANS,20110809,15,EVANS
3899,MR ROSENGREN,20110809,6,ROSENGREN
3900,MS PIANALTO,20110809,2,PIANALTO
3901,MR WILLIAMS,20110809,2,WILLIAMS
3902,MS DUKE,20110809,7,DUKE
3903,MS RASKIN,20110809,2,RASKIN
3904,MS SMITH,20110809,3,SMITH
3905,BCHAIRMAN BERNANKE,20110809,2,BERNANKE
3906,MR LUECKE,20110809,3,LUECKE
3907,AMS YELLEN,20110809,1,YELLEN
3908,AMR ENGLISH,20110809,1,ENGLISH
3909,ACHAIRMAN BERNANKE,20110809,1,BERNANKE
3910,CHAIRMAN BERNANKE,20110921,171,BERNANKE
3911,MS YELLEN,20110921,7,YELLEN
3912,MS GEORGE,20110921,4,GEORGE
3913,MR SACK,20110921,26,SACK
3914,MR PLOSSER,20110921,13,PLOSSER
3915,VICE CHAIRMAN DUDLEY,20110921,33,DUDLEY
3916,MR LACKER,20110921,49,LACKER
3917,MR FISHER,20110921,32,FISHER
3918,MR KOCHERLAKOTA,20110921,23,KOCHERLAKOTA
3919,MS RASKIN,20110921,4,RASKIN
3920,MS REMACHE,20110921,2,REMACHE
3921,IOERMR CARPENTER,20110921,2,CARPENTER
3922,MR REIFSCHNEIDER,20110921,3,REIFSCHNEIDER
3923,MR ROSENGREN,20110921,13,ROSENGREN
3924,MR CARPENTER,20110921,18,CARPENTER
3925,MR ENGLISH,20110921,23,ENGLISH
3926,MR BULLARD,20110921,16,BULLARD
3927,MS PIANALTO,20110921,6,PIANALTO
3928,MR EVANS,20110921,11,EVANS
3929,MR LOCKHART,20110921,10,LOCKHART
3930,MR WILLIAMS,20110921,5,WILLIAMS
3931,MS DUKE,20110921,5,DUKE
3932,MR TARULLO,20110921,10,TARULLO
3933,MR SLIFMAN,20110921,4,SLIFMAN
3934,MR KAMIN,20110921,5,KAMIN
3935,BCHAIRMAN BERNANKE,20110921,1,BERNANKE
3936,CCHAIRMAN BERNANKE,20110921,1,BERNANKE
3937,MS ROBERTSON,20110921,1,ROBERTSON
3938,MS DANKER,20110921,2,DANKER
3939,MS DANKERC,20110921,1,DANKERC
3940,CHAIRMAN BERNANKE,20111102,122,BERNANKE
3941,MS YELLEN,20111102,5,YELLEN
3942,MS GEORGE,20111102,4,GEORGE
3943,MR FISHER,20111102,21,FISHER
3944,MR BULLARD,20111102,23,BULLARD
3945,MR TARULLO,20111102,19,TARULLO
3946,MR WILCOX,20111102,3,WILCOX
3947,MR KILEY,20111102,25,KILEY
3948,MR LACKER,20111102,32,LACKER
3949,DNAMR LACKER,20111102,1,LACKER
3950,MR REIFSCHNEIDER,20111102,2,REIFSCHNEIDER
3951,MS RASKIN,20111102,4,RASKIN
3952,VICE CHAIRMAN DUDLEY,20111102,32,DUDLEY
3953,MR KOCHERLAKOTA,20111102,27,KOCHERLAKOTA
3954,MR PLOSSER,20111102,13,PLOSSER
3955,MR EVANS,20111102,12,EVANS
3956,MR ROSENGREN,20111102,4,ROSENGREN
3957,MR LOCKHART,20111102,8,LOCKHART
3958,MS PIANALTO,20111102,6,PIANALTO
3959,MR WILLIAMS,20111102,7,WILLIAMS
3960,MS DUKE,20111102,5,DUKE
3961,MR SACK,20111102,25,SACK
3962,MR KAMIN,20111102,6,KAMIN
3963,MS LEONARD,20111102,1,LEONARD
3964,MS MESTER,20111102,2,MESTER
3965,MS LIANG,20111102,1,LIANG
3966,BMR PLOSSER,20111102,1,PLOSSER
3967,ACHAIRMAN BERNANKE,20111102,1,BERNANKE
3968,MR ENGLISH,20111102,2,ENGLISH
3969,BCHAIRMAN BERNANKE,20111102,1,BERNANKE
3970,MS DANKER,20111102,1,DANKER
3971,CHAIRMAN BERNANKE,20111213,98,BERNANKE
3972,MS YELLEN,20111213,4,YELLEN
3973,MR SACK,20111213,16,SACK
3974,MR LACKER,20111213,13,LACKER
3975,MR FISHER,20111213,26,FISHER
3976,MR PLOSSER,20111213,15,PLOSSER
3977,MR KAMIN,20111213,10,KAMIN
3978,MR WILCOX,20111213,22,WILCOX
3979,VICE CHAIRMAN DUDLEY,20111213,9,DUDLEY
3980,MR LOCKHART,20111213,4,LOCKHART
3981,MR PALUMBO,20111213,2,PALUMBO
3982,MR WASCHER,20111213,1,WASCHER
3983,MR BULLARD,20111213,16,BULLARD
3984,MR WILLIAMS,20111213,3,WILLIAMS
3985,MR ROSENGREN,20111213,7,ROSENGREN
3986,MR EVANS,20111213,4,EVANS
3987,MS PIANALTO,20111213,3,PIANALTO
3988,MS GEORGE,20111213,3,GEORGE
3989,MR KOCHERLAKOTA,20111213,8,KOCHERLAKOTA
3990,MS DUKE,20111213,6,DUKE
3991,MR TARULLO,20111213,7,TARULLO
